2019-04-18 11:49:02.677048 1.3
2019-04-18 11:49:08.928678 1
2019-04-18 11:49:15.132602 1.2
2019-04-18 11:49:21.103962 1
2019-04-18 11:49:26.980311 0.7
2019-04-18 11:49:33.084272 1.3
2019-04-18 11:49:39.249921 2.5
2019-04-18 11:49:44.510897 2.8
2019-04-18 11:49:49.914870 1.5
2019-04-18 11:49:55.324912 1.3
2019-04-18 11:50:00.943165 78.1
2019-04-18 11:50:08.426994 20.9
2019-04-18 11:50:14.344718 0.7
2019-04-18 11:50:20.176465 0.9
2019-04-18 11:50:26.048559 0.2
2019-04-18 11:50:31.684333 0.5
2019-04-18 11:50:37.408564 0.7
  0
