2019-04-16 18:12:05.942586 19.7
2019-04-16 18:12:11.924453 5.5
2019-04-16 18:12:17.704051 6.7
2019-04-16 18:12:23.743251 5.8
2019-04-16 18:12:29.758575 6.5
2019-04-16 18:12:35.711529 5.9
2019-04-16 18:12:41.679178 453.1
2019-04-16 18:12:46.944817 544.9
2019-04-16 18:12:52.141531 529.9
2019-04-16 18:12:57.161131 508.7
2019-04-16 18:13:02.249027 556.5
2019-04-16 18:13:07.265187 449.2
2019-04-16 18:13:13.476559 14.4
2019-04-16 18:13:19.651521 6
2019-04-16 18:13:25.843918 5.2
2019-04-16 18:13:31.995156 24.3
2019-04-16 18:13:38.288551 6.7
  0
