2019-04-23 18:05:58.597213 159.5
2019-04-23 18:06:04.551651 574.7
2019-04-23 18:06:10.941306 565
2019-04-23 18:06:17.180945 564.1
2019-04-23 18:06:23.552833 547.1
2019-04-23 18:06:30.047829 722.3
2019-04-23 18:06:36.006827 1370.1
2019-04-23 18:06:41.836992 1218.5
2019-04-23 18:06:47.885055 1217.9
2019-04-23 18:06:53.868209 1169
2019-04-23 18:06:59.570583 859.5
2019-04-23 18:07:05.440655 14.9
2019-04-23 18:07:11.591858 5.4
2019-04-23 18:07:17.767300 6.2
2019-04-23 18:07:23.727454 4.4
2019-04-23 18:07:29.559175 6
  0
