2019-04-23 18:35:07.343323 161.7
2019-04-23 18:35:13.298975 545.8
2019-04-23 18:35:19.271249 541.4
2019-04-23 18:35:25.059069 573.6
2019-04-23 18:35:31.078970 540.7
2019-04-23 18:35:37.251097 542.1
2019-04-23 18:35:43.115222 1135.1
2019-04-23 18:35:48.418138 1023
2019-04-23 18:35:54.118602 1056.2
2019-04-23 18:35:59.331030 796.2
2019-04-23 18:36:05.311387 898.8
2019-04-23 18:36:10.867911 366.1
2019-04-23 18:36:16.886848 7
2019-04-23 18:36:23.025169 5.4
2019-04-23 18:36:28.988942 6.4
2019-04-23 18:36:35.092992 5.7
2019-04-23 18:36:41.045546 5.9
  0
