2019-04-26 00:00:03.222589 33.3, 4.5 
 2019-04-26 00:00:04.834571 2.6, 0.7 
 2019-04-26 00:00:06.402205 3.8, 1.5 
 2019-04-26 00:00:07.970087 72.6, 48.6 
 2019-04-26 00:00:09.776533 100.0, 86.1 
 2019-04-26 00:00:11.898925 98.6, 87.8 
 2019-04-26 00:00:14.071314 99.5, 85.2 
 2019-04-26 00:00:16.142878 85.6, 88.9 
 2019-04-26 00:00:18.211792 99.5, 85.7 
 2019-04-26 00:00:20.344864 100.0, 86.3 
 2019-04-26 00:00:22.425326 93.9, 88.7 
 2019-04-26 00:00:24.569738 75.2, 95.3 
 2019-04-26 00:00:26.756355 94.4, 91.5 
 2019-04-26 00:00:28.888709 98.7, 86.8 
 2019-04-26 00:00:31.114227 100.0, 88.1 
 2019-04-26 00:00:33.156372 99.6, 90.2 
 2019-04-26 00:00:35.565014 99.5, 85.1 
 2019-04-26 00:00:37.652528 99.5, 89.5 
 2019-04-26 00:00:39.860205 97.2, 88.5 
 2019-04-26 00:00:41.992195 97.2, 89.4 
 2019-04-26 00:00:44.124245 96.7, 87.7 
 2019-04-26 00:00:46.200655 100.0, 88.3 
 2019-04-26 00:00:48.417056 83.9, 93.0 
 2019-04-26 00:00:50.735519 100.0, 85.2 
 2019-04-26 00:00:52.837098 90.6, 90.6 
 2019-04-26 00:00:55.169032 91.7, 90.4 
 2019-04-26 00:00:57.345606 90.4, 89.9 
 2019-04-26 00:00:59.337029 89.4, 89.5 
 2019-04-26 00:01:01.508360 99.1, 86.6 
 2019-04-26 00:01:03.680507 99.6, 90.8 
 2019-04-26 00:01:06.064965 100.0, 87.9 
 2019-04-26 00:01:08.213274 99.6, 85.1 
 2019-04-26 00:01:10.473710 95.9, 87.1 
 2019-04-26 00:01:12.471227 92.4, 95.2 
 2019-04-26 00:01:14.428964 86.8, 67.3 
 2019-04-26 00:01:16.352406 89.4, 74.3 
 2019-04-26 00:01:18.259214 84.9, 78.7 
 2019-04-26 00:01:20.079688 89.1, 68.0 
 2019-04-26 00:01:21.842724 90.7, 66.7 
 2019-04-26 00:01:23.694443 88.1, 77.5 
 2019-04-26 00:01:25.670061 84.5, 82.6 
 2019-04-26 00:01:27.480287 92.3, 76.4 
 2019-04-26 00:01:29.345225 91.7, 70.7 
 2019-04-26 00:01:31.270210 91.8, 69.9 
 2019-04-26 00:01:33.136150 91.1, 74.7 
 2019-04-26 00:01:34.951921 90.8, 77.2 
 2019-04-26 00:01:36.802321 89.7, 71.6 
 2019-04-26 00:01:38.564271 6.4, 5.1 
 2019-04-26 00:01:40.121050 1.3, 0.7 
 2019-04-26 00:01:41.694609 2.6, 1.5 
 
