2019-04-26 01:06:03.177190 2.5, 0.0, 0.0, 31.7, 1.2, 0.0, 1.2, 0.0, 0.0 
 2019-04-26 01:06:04.741635 1.9, 0.0, 0.6, 0.0, 0.0, 0.6, 0.6, 0.0, 0.0 
 2019-04-26 01:06:06.305035 1.3, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0 
 2019-04-26 01:06:07.860784 21.9, 31.9, 8.4, 0.6, 47.3, 31.8, 14.6, 18.1, 0.0 
 2019-04-26 01:06:09.421283 32.9, 46.7, 31.5, 11.9, 97.9, 66.2, 2.5, 58.8, 3.7 
 2019-04-26 01:06:11.041040 6.4, 56.9, 4.6, 36.1, 100.0, 56.0, 0.0, 58.7, 4.6 
 2019-04-26 01:06:12.786451 43.8, 44.4, 7.7, 30.7, 98.7, 63.4, 10.3, 58.0, 14.2 
 2019-04-26 01:06:14.354734 12.5, 59.6, 18.1, 22.2, 100.0, 44.2, 22.5, 43.9, 4.2 
 2019-04-26 01:06:16.018145 22.5, 50.9, 15.3, 32.7, 97.3, 61.9, 4.8, 63.2, 44.5 
 2019-04-26 01:06:17.679597 20.5, 37.8, 31.3, 2.3, 100.0, 57.7, 31.2, 31.7, 28.5 
 2019-04-26 01:06:19.423477 60.9, 58.7, 24.4, 51.3, 97.9, 52.5, 48.3, 49.3, 55.3 
 2019-04-26 01:06:21.091316 29.6, 40.4, 31.0, 29.9, 99.4, 33.1, 31.1, 34.1, 29.4 
 2019-04-26 01:06:22.823244 48.6, 56.1, 53.3, 23.6, 96.8, 48.5, 55.6, 50.0, 48.9 
 2019-04-26 01:06:24.671280 19.5, 42.6, 33.8, 28.7, 97.8, 33.3, 31.0, 46.1, 33.3 
 2019-04-26 01:06:26.239570 21.3, 56.6, 45.0, 44.6, 98.1, 48.0, 44.5, 48.0, 41.8 
 2019-04-26 01:06:28.032063 41.7, 51.0, 43.1, 43.4, 97.9, 44.6, 43.0, 44.4, 42.1 
 2019-04-26 01:06:29.651396 28.4, 54.0, 27.5, 38.7, 98.8, 47.1, 26.6, 47.1, 26.6 
 2019-04-26 01:06:31.422228 28.3, 65.0, 7.1, 38.2, 97.9, 58.0, 3.9, 56.4, 19.5 
 2019-04-26 01:06:32.983491 22.9, 40.0, 28.5, 32.8, 100.0, 56.1, 28.3, 19.3, 18.4 
 2019-04-26 01:06:34.815247 52.4, 64.4, 58.2, 49.7, 95.9, 67.3, 56.9, 55.2, 54.1 
 2019-04-26 01:06:36.383242 37.4, 17.9, 26.4, 25.7, 100.0, 27.9, 24.6, 29.1, 23.3 
 2019-04-26 01:06:38.263324 43.8, 60.2, 53.0, 56.5, 98.1, 57.4, 53.6, 55.2, 54.4 
 2019-04-26 01:06:40.079421 58.9, 43.4, 34.9, 5.1, 98.0, 38.2, 35.8, 39.0, 24.7 
 2019-04-26 01:06:41.667477 40.7, 53.1, 43.9, 44.3, 98.8, 48.6, 41.2, 44.6, 41.6 
 2019-04-26 01:06:43.427550 57.3, 45.3, 23.2, 37.4, 98.7, 38.8, 21.9, 39.3, 37.6 
 2019-04-26 01:06:45.043270 57.6, 57.0, 29.0, 50.7, 99.3, 53.2, 50.0, 51.6, 52.3 
 2019-04-26 01:06:46.687242 38.5, 46.6, 0.0, 38.6, 100.0, 48.0, 12.3, 43.7, 10.6 
 2019-04-26 01:06:48.558931 0.0, 48.2, 0.0, 35.4, 100.0, 54.9, 0.0, 60.1, 12.1 
 2019-04-26 01:06:50.377028 32.7, 19.8, 0.6, 35.5, 100.0, 61.6, 0.6, 55.7, 5.1 
 2019-04-26 01:06:52.137027 37.9, 47.1, 0.6, 34.6, 100.0, 60.8, 0.6, 60.7, 1.7 
 2019-04-26 01:06:53.895319 32.3, 40.3, 0.0, 33.5, 100.0, 55.5, 0.6, 63.7, 3.5 
 2019-04-26 01:06:55.641031 4.1, 46.6, 0.0, 39.9, 100.0, 63.4, 0.0, 66.7, 46.2 
 2019-04-26 01:06:57.386412 24.5, 39.5, 1.2, 29.2, 100.0, 55.1, 0.0, 53.7, 12.2 
 2019-04-26 01:06:59.073031 15.9, 45.3, 0.0, 36.2, 100.0, 62.4, 1.2, 47.0, 34.8 
 2019-04-26 01:07:00.795367 9.0, 33.1, 0.0, 27.2, 100.0, 51.3, 21.4, 41.9, 24.9 
 2019-04-26 01:07:02.615405 9.9, 53.4, 20.1, 43.6, 100.0, 69.4, 44.6, 67.1, 8.9 
 2019-04-26 01:07:04.189031 49.7, 59.9, 51.8, 52.0, 100.0, 52.1, 50.9, 52.3, 49.4 
 2019-04-26 01:07:06.011314 44.8, 49.7, 45.6, 43.1, 98.2, 48.5, 44.6, 44.8, 39.4 
 2019-04-26 01:07:07.798324 41.1, 43.0, 27.5, 0.0, 100.0, 56.0, 16.2, 29.8, 14.3 
 2019-04-26 01:07:09.662114 42.4, 48.8, 46.0, 35.8, 100.0, 60.5, 18.4, 42.9, 35.1 
 2019-04-26 01:07:11.435470 24.8, 31.8, 7.2, 20.5, 76.9, 21.7, 20.4, 37.3, 15.9 
