2019-04-26 00:17:46.054118 3.6, 0.0, 41.9 
 2019-04-26 00:17:47.622089 2.5, 1.9, 0.7 
 2019-04-26 00:17:49.234267 2.6, 0.6, 0.7 
 2019-04-26 00:17:50.789022 50.0, 53.0, 51.4 
 2019-04-26 00:17:52.355294 84.6, 95.7, 79.9 
 2019-04-26 00:17:53.984738 81.4, 98.7, 90.6 
 2019-04-26 00:17:55.598187 89.4, 98.7, 91.6 
 2019-04-26 00:17:57.277023 89.3, 98.7, 90.7 
 2019-04-26 00:17:58.835775 84.7, 98.1, 90.4 
 2019-04-26 00:18:00.539358 87.5, 98.0, 89.9 
 2019-04-26 00:18:02.194540 89.4, 98.7, 90.8 
 2019-04-26 00:18:03.844692 87.3, 97.3, 88.5 
 2019-04-26 00:18:05.472789 89.2, 98.6, 89.0 
 2019-04-26 00:18:07.099082 93.5, 92.5, 92.3 
 2019-04-26 00:18:08.689169 93.9, 86.8, 95.1 
 2019-04-26 00:18:10.354691 92.5, 90.6, 94.5 
 2019-04-26 00:18:12.020171 94.0, 89.9, 94.0 
 2019-04-26 00:18:13.724731 84.5, 93.7, 47.3 
 2019-04-26 00:18:15.396419 94.3, 90.6, 94.3 
 2019-04-26 00:18:17.183725 79.6, 85.7, 92.7 
 2019-04-26 00:18:18.800974 92.7, 88.4, 88.4 
 2019-04-26 00:18:20.486867 90.2, 82.9, 77.8 
 2019-04-26 00:18:22.106978 93.9, 91.2, 83.6 
 2019-04-26 00:18:23.770698 91.8, 79.7, 83.5 
 2019-04-26 00:18:25.497036 92.4, 88.1, 87.6 
 2019-04-26 00:18:27.226652 84.7, 99.3, 83.0 
 2019-04-26 00:18:28.816106 90.0, 98.6, 64.5 
 2019-04-26 00:18:30.466413 91.1, 98.1, 84.9 
 2019-04-26 00:18:32.210274 88.8, 94.9, 91.4 
 2019-04-26 00:18:33.853036 91.9, 96.5, 75.5 
 2019-04-26 00:18:35.595151 87.5, 98.2, 92.1 
 2019-04-26 00:18:37.412900 92.6, 89.4, 84.4 
 2019-04-26 00:18:39.366571 95.7, 95.0, 84.1 
 2019-04-26 00:18:41.705035 94.0, 84.9, 93.0 
 2019-04-26 00:18:43.607954 94.8, 97.2, 76.2 
 2019-04-26 00:18:45.944781 94.2, 90.8, 88.6 
 2019-04-26 00:18:48.044666 95.7, 95.9, 89.4 
 2019-04-26 00:18:50.660610 95.2, 91.8, 92.7 
 2019-04-26 00:18:52.756467 87.8, 95.4, 84.4 
 2019-04-26 00:18:54.717026 63.5, 87.0, 67.9 
 2019-04-26 00:18:56.459789 53.8, 75.6, 69.9 
 2019-04-26 00:18:58.216894 68.5, 60.2, 52.8 
 2019-04-26 00:18:59.914985 57.1, 64.4, 67.3 
 2019-04-26 00:19:01.636577 55.5, 84.1, 58.2 
 2019-04-26 00:19:03.453042 62.8, 62.8, 65.6 
 2019-04-26 00:19:05.156999 59.5, 68.8, 71.9 
 2019-04-26 00:19:06.889054 56.8, 80.6, 65.0 
 2019-04-26 00:19:08.627690 60.7, 82.2, 65.5 
 2019-04-26 00:19:10.413857 62.9, 82.0, 68.1 
 2019-04-26 00:19:12.223436 58.7, 82.1, 65.9 
 2019-04-26 00:19:14.067531 61.8, 79.8, 62.3 
 2019-04-26 00:19:15.858887 59.8, 82.5, 60.5 
 2019-04-26 00:19:17.652497 58.3, 79.4, 64.8 
 2019-04-26 00:19:19.429484 58.2, 81.5, 68.7 
 2019-04-26 00:19:21.305372 7.7, 4.7, 5.9 
 2019-04-26 00:19:22.857721 2.5, 0.7, 1.3 
 2019-04-26 00:19:24.422371 1.9, 1.5, 2.5 
 
