2019-04-26 00:32:13.240506 1.2, 1.2, 41.0, 0.0, 1.2 
 2019-04-26 00:32:14.802807 1.9, 0.0, 0.7, 1.3, 0.0 
 2019-04-26 00:32:16.344523 1.9, 0.0, 0.7, 0.0, 0.6 
 2019-04-26 00:32:17.889017 53.2, 8.7, 10.2, 17.6, 49.3 
 2019-04-26 00:32:19.526573 63.0, 50.7, 85.7, 7.8, 81.3 
 2019-04-26 00:32:21.151915 68.9, 68.3, 77.8, 29.4, 92.6 
 2019-04-26 00:32:22.821814 65.6, 70.6, 93.7, 0.6, 85.6 
 2019-04-26 00:32:24.433044 63.7, 68.1, 88.9, 22.9, 93.7 
 2019-04-26 00:32:26.153014 65.1, 31.9, 87.0, 61.0, 90.5 
 2019-04-26 00:32:27.779479 61.5, 28.7, 90.2, 64.4, 94.5 
 2019-04-26 00:32:29.538134 66.5, 59.7, 90.7, 5.0, 85.6 
 2019-04-26 00:32:31.158344 68.2, 65.3, 92.5, 26.2, 90.4 
 2019-04-26 00:32:32.867970 64.5, 67.3, 74.8, 33.1, 87.0 
 2019-04-26 00:32:34.512930 58.3, 65.6, 70.6, 60.4, 95.5 
 2019-04-26 00:32:36.175866 38.4, 67.1, 89.1, 51.9, 88.4 
 2019-04-26 00:32:37.819746 68.2, 69.9, 90.3, 23.6, 93.9 
 2019-04-26 00:32:39.492024 59.5, 66.2, 80.5, 41.7, 86.5 
 2019-04-26 00:32:41.159672 70.8, 61.5, 87.3, 40.4, 92.5 
 2019-04-26 00:32:42.793022 67.1, 70.6, 50.0, 63.8, 95.8 
 2019-04-26 00:32:44.544941 66.2, 63.8, 51.8, 69.3, 92.4 
 2019-04-26 00:32:46.182861 63.8, 43.7, 95.4, 44.8, 93.5 
 2019-04-26 00:32:47.970351 67.8, 69.3, 88.4, 13.1, 85.6 
 2019-04-26 00:32:49.600467 69.0, 70.1, 89.1, 26.5, 93.7 
 2019-04-26 00:32:51.276774 67.1, 71.7, 93.3, 2.4, 87.3 
 2019-04-26 00:32:52.916873 78.5, 79.9, 90.8, 56.2, 96.9 
 2019-04-26 00:32:54.930305 73.5, 76.3, 50.0, 70.7, 92.4 
 2019-04-26 00:32:56.619696 76.1, 78.2, 95.9, 39.7, 93.9 
 2019-04-26 00:32:58.702472 67.1, 74.0, 70.4, 55.4, 91.5 
 2019-04-26 00:33:00.372127 72.7, 74.9, 92.0, 25.3, 90.5 
 2019-04-26 00:33:02.190019 75.2, 74.5, 77.6, 80.0, 95.7 
 2019-04-26 00:33:03.866870 73.2, 65.0, 56.0, 70.3, 91.3 
 2019-04-26 00:33:05.550678 77.5, 80.5, 92.9, 68.8, 97.7 
 2019-04-26 00:33:07.348336 67.9, 63.0, 88.9, 28.4, 88.0 
 2019-04-26 00:33:09.031724 76.4, 75.5, 94.9, 47.4, 95.8 
 2019-04-26 00:33:11.023859 71.9, 50.6, 73.1, 74.4, 92.1 
 2019-04-26 00:33:12.706516 75.3, 34.4, 93.4, 78.2, 93.4 
 2019-04-26 00:33:14.655200 77.2, 73.9, 72.0, 72.3, 94.7 
 2019-04-26 00:33:16.304697 68.5, 28.6, 88.2, 69.9, 90.2 
 2019-04-26 00:33:17.983867 78.7, 80.7, 86.7, 71.3, 97.0 
 2019-04-26 00:33:19.723701 67.8, 69.8, 91.3, 23.9, 84.7 
 2019-04-26 00:33:21.394875 41.0, 39.5, 76.4, 20.3, 58.0 
 2019-04-26 00:33:23.043211 44.9, 40.0, 65.7, 1.2, 58.3 
 2019-04-26 00:33:24.711359 49.4, 41.8, 20.9, 13.7, 67.2 
 2019-04-26 00:33:26.354361 37.7, 33.7, 30.5, 49.4, 66.9 
 2019-04-26 00:33:27.998764 43.1, 36.8, 45.5, 9.6, 56.8 
 2019-04-26 00:33:29.700490 39.9, 2.5, 70.9, 29.3, 54.9 
 2019-04-26 00:33:31.316345 28.0, 43.0, 46.6, 47.2, 70.2 
 2019-04-26 00:33:32.955458 45.5, 35.7, 65.0, 11.9, 65.5 
 2019-04-26 00:33:34.708624 21.9, 32.5, 68.5, 24.2, 56.9 
 2019-04-26 00:33:36.318608 43.9, 29.4, 57.4, 14.9, 61.3 
 2019-04-26 00:33:37.956959 37.3, 43.9, 85.4, 3.5, 67.6 
 2019-04-26 00:33:39.644461 49.7, 38.1, 38.4, 27.2, 63.0 
 2019-04-26 00:33:41.304462 52.6, 31.8, 43.6, 0.6, 55.3 
 2019-04-26 00:33:42.933927 47.2, 6.2, 52.9, 28.3, 56.7 
 2019-04-26 00:33:44.563413 63.2, 10.1, 24.1, 25.6, 65.1 
 2019-04-26 00:33:46.183735 37.0, 28.1, 67.2, 8.8, 65.2 
 2019-04-26 00:33:47.816178 16.1, 1.3, 2.0, 16.6, 32.6 
 2019-04-26 00:33:49.366505 2.6, 0.6, 1.5, 0.6, 0.6 
 2019-04-26 00:33:50.926472 1.3, 0.6, 0.7, 0.0, 0.6 
 
