2019-04-26 00:49:53.813885 0.0, 1.6, 31.7, 2.5, 0.0, 2.4, 0.0, 0.0, 0.0 
 2019-04-26 00:49:55.374861 0.0, 0.0, 0.0, 2.6, 0.6, 0.0, 1.3, 0.6, 0.0 
 2019-04-26 00:49:56.929518 0.0, 0.7, 0.0, 1.9, 0.0, 1.3, 0.0, 0.0, 0.0 
 2019-04-26 00:49:58.484904 26.1, 19.9, 1.3, 17.3, 42.4, 27.3, 0.0, 27.0, 0.0 
 2019-04-26 00:50:00.054160 45.9, 37.4, 0.6, 9.4, 98.4, 68.1, 0.0, 53.3, 3.8 
 2019-04-26 00:50:01.654346 50.7, 37.5, 0.6, 3.8, 99.2, 57.6, 0.6, 58.1, 26.7 
 2019-04-26 00:50:03.222013 51.0, 41.1, 0.6, 10.7, 99.3, 63.5, 1.2, 56.2, 10.6 
 2019-04-26 00:50:04.853002 49.7, 39.2, 0.6, 30.8, 99.4, 55.9, 0.0, 56.9, 0.6 
 2019-04-26 00:50:06.484914 33.6, 25.0, 1.3, 29.5, 100.0, 50.0, 0.0, 55.0, 19.7 
 2019-04-26 00:50:08.046371 34.1, 17.1, 0.0, 14.2, 99.3, 67.5, 1.2, 62.2, 53.2 
 2019-04-26 00:50:09.750029 54.3, 27.0, 0.6, 1.3, 98.4, 70.9, 0.6, 58.3, 26.7 
 2019-04-26 00:50:11.314039 58.1, 44.1, 0.6, 1.9, 99.3, 58.7, 0.0, 62.1, 29.1 
 2019-04-26 00:50:12.890148 47.9, 36.0, 2.5, 6.3, 99.3, 59.9, 0.0, 62.7, 9.3 
 2019-04-26 00:50:14.509004 62.0, 44.0, 30.1, 4.5, 100.0, 59.7, 0.0, 63.4, 0.6 
 2019-04-26 00:50:16.073909 50.7, 35.5, 25.3, 1.9, 99.3, 56.8, 0.6, 52.1, 0.0 
 2019-04-26 00:50:17.641589 52.4, 43.8, 8.4, 38.5, 99.3, 69.9, 1.9, 54.1, 0.6 
 2019-04-26 00:50:19.206338 44.1, 0.7, 0.6, 4.5, 100.0, 72.3, 20.0, 51.4, 0.0 
 2019-04-26 00:50:20.781986 58.8, 0.7, 0.0, 33.1, 99.3, 65.6, 36.3, 61.6, 0.0 
 2019-04-26 00:50:22.442379 49.1, 1.4, 0.6, 6.9, 99.3, 70.2, 21.5, 50.3, 0.6 
 2019-04-26 00:50:24.053784 60.4, 19.5, 0.6, 26.7, 99.3, 66.4, 37.0, 66.7, 0.6 
 2019-04-26 00:50:25.690376 41.5, 35.7, 0.6, 1.3, 99.3, 54.1, 25.5, 52.1, 0.6 
 2019-04-26 00:50:27.246052 38.4, 43.0, 9.2, 24.8, 99.3, 66.0, 19.2, 62.1, 0.0 
 2019-04-26 00:50:28.841008 20.4, 27.7, 18.4, 1.9, 99.3, 70.7, 1.2, 46.4, 0.0 
 2019-04-26 00:50:30.461575 64.6, 59.2, 8.5, 40.7, 98.6, 66.9, 14.4, 44.7, 3.3 
 2019-04-26 00:50:32.022763 60.6, 41.4, 21.3, 5.3, 100.0, 66.9, 22.1, 37.6, 33.9 
