 2019-04-26 00:50:33.773775 64.2, 52.2, 41.4, 24.5, 100.0, 63.4, 0.0, 44.7, 48.1 
 2019-04-26 00:50:35.477009 36.7, 48.8, 18.3, 33.3, 100.0, 40.4, 36.3, 40.0, 49.7 
 2019-04-26 00:50:37.263054 30.7, 43.9, 27.2, 34.7, 100.0, 32.0, 31.5, 38.6, 35.2 
 2019-04-26 00:50:38.843152 49.1, 55.3, 48.5, 52.8, 99.4, 49.0, 47.4, 51.2, 48.4 
 2019-04-26 00:50:40.542566 33.3, 46.0, 32.9, 5.8, 99.4, 35.8, 30.4, 61.9, 29.7 
 2019-04-26 00:50:42.275299 33.5, 31.3, 35.5, 23.6, 100.0, 39.1, 18.4, 66.3, 18.0 
 2019-04-26 00:50:43.969009 28.7, 50.3, 32.5, 48.1, 99.4, 54.8, 16.9, 64.6, 42.2 
 2019-04-26 00:50:45.661987 10.9, 33.5, 0.0, 42.2, 100.0, 51.9, 1.7, 51.5, 23.5 
 2019-04-26 00:50:47.421430 49.1, 44.1, 0.0, 33.8, 100.0, 59.2, 18.0, 61.7, 39.5 
 2019-04-26 00:50:49.085007 24.6, 48.3, 33.1, 42.8, 100.0, 59.0, 40.2, 42.1, 35.5 
 2019-04-26 00:50:50.958493 25.7, 0.6, 26.3, 31.1, 100.0, 60.6, 28.9, 29.1, 24.0 
 2019-04-26 00:50:52.787034 43.1, 27.7, 47.1, 48.2, 98.8, 64.1, 49.1, 46.7, 45.9 
 2019-04-26 00:50:54.574319 27.9, 38.4, 24.1, 30.6, 100.0, 29.1, 23.9, 29.9, 25.3 
 2019-04-26 00:50:56.283339 38.9, 46.3, 40.9, 36.6, 100.0, 40.9, 39.0, 39.7, 38.7 
 2019-04-26 00:50:57.971022 39.5, 41.6, 43.2, 44.4, 100.0, 43.9, 46.0, 46.5, 40.5 
 2019-04-26 00:50:59.650868 29.6, 40.0, 0.0, 27.5, 99.4, 30.0, 24.1, 55.1, 23.8 
 2019-04-26 00:51:01.220951 22.0, 29.0, 3.8, 9.1, 97.7, 52.7, 20.3, 47.6, 24.2 
 2019-04-26 00:51:02.802614 12.1, 25.2, 5.8, 9.9, 84.5, 40.3, 2.5, 23.3, 47.1 
 2019-04-26 00:51:04.374400 13.4, 25.4, 0.6, 1.8, 80.4, 42.6, 0.6, 19.5, 49.6 
 2019-04-26 00:51:06.001931 16.9, 27.1, 0.0, 1.9, 73.5, 35.6, 0.0, 21.5, 46.6 
 2019-04-26 00:51:07.569694 13.5, 24.6, 1.3, 1.9, 56.3, 36.0, 0.6, 19.3, 41.9 
 2019-04-26 00:51:09.135656 3.6, 29.7, 3.1, 6.2, 85.5, 59.0, 19.5, 24.5, 17.3 
 2019-04-26 00:51:10.772508 0.0, 36.2, 10.4, 1.9, 86.9, 58.6, 19.7, 42.7, 0.6 
 2019-04-26 00:51:12.346640 9.9, 23.4, 0.6, 2.5, 76.9, 55.3, 13.1, 33.6, 0.0 
 2019-04-26 00:51:13.917002 30.2, 1.4, 1.3, 16.9, 82.5, 53.4, 0.0, 34.3, 0.0 
 2019-04-26 00:51:15.493463 28.5, 0.0, 3.2, 19.5, 88.1, 51.9, 0.6, 39.0, 0.0 
 2019-04-26 00:51:17.074630 22.2, 0.7, 10.8, 14.9, 83.9, 34.5, 0.0, 36.8, 12.4 
 2019-04-26 00:51:18.638035 13.0, 25.0, 5.8, 3.8, 86.2, 35.2, 16.2, 35.7, 10.8 
 2019-04-26 00:51:20.238435 19.9, 10.4, 0.0, 6.0, 91.9, 40.8, 16.1, 35.6, 12.1 
 2019-04-26 00:51:21.789959 33.8, 2.2, 0.6, 3.8, 90.9, 36.4, 19.2, 38.2, 13.1 
 2019-04-26 00:51:23.362446 31.5, 0.7, 0.6, 1.9, 71.9, 38.3, 18.4, 36.7, 19.7 
 2019-04-26 00:51:24.938321 27.0, 0.0, 0.0, 9.5, 83.0, 33.8, 15.7, 36.1, 10.2 
 2019-04-26 00:51:26.553539 28.6, 0.7, 0.6, 1.3, 84.0, 32.6, 14.3, 38.0, 15.5 
 2019-04-26 00:51:28.126231 18.1, 1.4, 0.0, 1.9, 19.7, 23.1, 9.5, 21.6, 10.8 
 2019-04-26 00:51:29.702716 0.0, 0.0, 0.6, 2.5, 0.0, 0.6, 0.6, 0.0, 0.0 
 2019-04-26 00:51:31.313427 0.0, 0.0, 0.0, 1.9, 0.0, 0.0, 0.6, 0.0, 0.0 
 
