 2019-04-26 01:03:39.267292 26.2, 37.6, 38.2, 16.5, 100.0, 54.2, 18.7, 42.8, 60.8 
 2019-04-26 01:03:41.022705 2.8, 1.3, 34.7, 62.6, 100.0, 38.6, 0.6, 50.0, 59.1 
 2019-04-26 01:03:42.802087 16.0, 20.0, 40.6, 51.0, 98.7, 44.7, 9.6, 71.1, 64.8 
 2019-04-26 01:03:44.383168 45.7, 49.0, 42.1, 41.9, 99.4, 41.3, 0.6, 46.7, 62.0 
 2019-04-26 01:03:46.129228 35.4, 43.9, 35.8, 37.4, 100.0, 36.1, 3.0, 38.3, 54.5 
 2019-04-26 01:03:47.849009 39.2, 65.6, 46.9, 59.4, 98.8, 69.2, 23.6, 68.1, 52.4 
 2019-04-26 01:03:49.626383 23.6, 39.9, 0.0, 30.8, 100.0, 41.2, 0.6, 44.5, 6.0 
 2019-04-26 01:03:51.321253 27.8, 56.3, 16.2, 47.3, 100.0, 61.3, 23.7, 65.6, 37.7 
 2019-04-26 01:03:52.902760 39.1, 49.1, 38.5, 42.5, 99.4, 42.6, 41.7, 43.1, 39.9 
 2019-04-26 01:03:54.655245 21.1, 20.5, 36.2, 62.4, 100.0, 42.9, 19.0, 47.3, 20.7 
 2019-04-26 01:03:56.390810 3.7, 32.7, 20.2, 45.8, 97.3, 51.5, 4.3, 49.7, 9.8 
 2019-04-26 01:03:58.047315 26.1, 14.3, 5.8, 16.3, 81.3, 39.2, 9.2, 20.1, 16.6 
 2019-04-26 01:03:59.630468 3.2, 26.2, 21.8, 20.6, 88.7, 39.0, 12.8, 19.2, 19.7 
 2019-04-26 01:04:01.209456 21.2, 37.1, 23.6, 0.0, 85.0, 40.5, 0.0, 20.9, 20.2 
 2019-04-26 01:04:02.849695 9.9, 13.3, 29.4, 7.0, 81.7, 40.1, 0.0, 20.1, 11.1 
 2019-04-26 01:04:04.437402 14.6, 15.3, 11.5, 12.8, 87.4, 52.3, 13.1, 37.4, 0.0 
 2019-04-26 01:04:06.020474 25.6, 29.7, 5.0, 0.6, 86.0, 44.8, 6.4, 36.1, 9.2 
 2019-04-26 01:04:07.634963 8.1, 27.3, 9.5, 0.0, 83.7, 54.2, 11.0, 15.6, 18.3 
 2019-04-26 01:04:09.198611 15.7, 24.3, 14.6, 0.6, 78.5, 35.8, 13.1, 19.2, 15.4 
 2019-04-26 01:04:10.778171 15.3, 42.1, 17.9, 0.0, 79.8, 43.0, 18.0, 23.5, 1.3 
 2019-04-26 01:04:12.337730 17.8, 32.5, 0.6, 8.4, 76.9, 43.4, 8.4, 20.5, 12.0 
 2019-04-26 01:04:13.897888 16.7, 25.9, 18.2, 15.7, 85.9, 54.9, 0.0, 17.2, 0.6 
 2019-04-26 01:04:15.476375 33.3, 29.1, 11.2, 0.6, 83.7, 44.1, 7.6, 24.5, 17.4 
 2019-04-26 01:04:17.049924 23.5, 37.4, 0.0, 10.4, 86.7, 38.3, 1.3, 20.8, 16.0 
 2019-04-26 01:04:18.610948 14.0, 25.3, 0.0, 36.8, 81.5, 34.2, 15.2, 16.9, 1.9 
 2019-04-26 01:04:20.216979 24.8, 26.2, 0.0, 31.8, 85.5, 38.4, 1.3, 18.1, 18.9 
 2019-04-26 01:04:21.797130 24.7, 29.5, 0.0, 5.0, 87.7, 48.0, 5.0, 35.4, 11.2 
 2019-04-26 01:04:23.412558 11.5, 34.8, 0.0, 1.3, 63.4, 42.5, 5.7, 25.7, 0.6 
 2019-04-26 01:04:24.988762 1.9, 0.0, 0.6, 0.0, 0.6, 0.6, 0.0, 0.0, 0.0 
 2019-04-26 01:04:26.561149 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 0.0 
 
