2019-04-26 01:02:49.317559 2.4, 3.2, 2.4, 0.0, 0.0, 1.2, 31.7, 0.0, 0.0 
 2019-04-26 01:02:50.882680 1.9, 0.0, 0.0, 0.0, 0.6, 0.6, 0.6, 0.0, 0.0 
 2019-04-26 01:02:52.445030 1.9, 0.0, 1.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
 2019-04-26 01:02:54.000998 24.7, 30.3, 10.5, 17.3, 46.2, 16.1, 0.0, 18.4, 14.5 
 2019-04-26 01:02:55.572605 31.8, 39.5, 34.0, 54.2, 97.9, 53.5, 4.3, 32.2, 8.8 
 2019-04-26 01:02:57.209013 27.0, 45.0, 30.6, 34.6, 99.4, 45.3, 34.0, 44.2, 35.1 
 2019-04-26 01:02:58.846626 3.0, 39.1, 0.0, 58.6, 99.4, 56.4, 0.6, 56.2, 27.8 
 2019-04-26 01:03:00.517108 26.7, 40.4, 0.6, 30.7, 100.0, 64.0, 0.0, 54.4, 0.0 
 2019-04-26 01:03:02.241132 35.8, 49.0, 0.6, 32.9, 99.3, 67.5, 12.8, 58.0, 1.9 
 2019-04-26 01:03:03.818485 11.7, 62.4, 0.0, 25.0, 100.0, 56.1, 17.1, 26.2, 28.7 
 2019-04-26 01:03:05.640546 34.4, 63.4, 11.4, 36.3, 99.4, 65.5, 5.4, 43.2, 37.7 
 2019-04-26 01:03:07.354052 15.8, 37.7, 26.7, 20.0, 100.0, 56.4, 0.0, 54.9, 17.8 
 2019-04-26 01:03:09.073500 37.8, 30.5, 34.0, 24.3, 99.4, 65.6, 0.6, 60.8, 36.4 
 2019-04-26 01:03:10.686849 25.3, 1.2, 24.7, 31.3, 100.0, 55.2, 0.6, 52.2, 25.7 
 2019-04-26 01:03:12.493009 11.6, 42.1, 7.6, 49.4, 99.4, 55.7, 3.6, 61.0, 8.7 
 2019-04-26 01:03:14.233006 2.9, 51.9, 0.0, 11.8, 100.0, 69.6, 0.6, 68.7, 1.2 
 2019-04-26 01:03:15.936954 1.7, 52.8, 0.0, 38.6, 100.0, 57.7, 0.0, 60.2, 0.6 
 2019-04-26 01:03:17.664668 1.2, 49.4, 0.0, 41.5, 100.0, 56.4, 0.6, 58.2, 1.7 
 2019-04-26 01:03:19.380693 10.8, 23.3, 0.6, 42.7, 100.0, 57.5, 0.0, 57.7, 15.9 
 2019-04-26 01:03:21.057863 38.8, 5.9, 2.5, 41.2, 99.3, 63.4, 0.6, 66.4, 61.3 
 2019-04-26 01:03:22.624915 5.4, 36.6, 0.0, 24.5, 100.0, 60.9, 7.3, 58.4, 25.5 
 2019-04-26 01:03:24.321301 17.8, 43.4, 0.0, 40.4, 99.3, 68.0, 0.0, 60.8, 29.0 
 2019-04-26 01:03:25.901006 21.6, 37.0, 0.0, 22.6, 100.0, 56.0, 5.1, 54.1, 22.3 
 2019-04-26 01:03:27.686227 20.8, 51.0, 20.4, 58.2, 98.6, 63.9, 10.3, 39.6, 46.2 
 2019-04-26 01:03:29.250266 45.5, 67.5, 40.8, 53.1, 100.0, 63.9, 42.1, 71.8, 22.0 
 2019-04-26 01:03:30.958350 37.6, 39.3, 10.8, 24.8, 100.0, 48.7, 0.6, 70.4, 31.4 
 2019-04-26 01:03:32.669741 46.7, 50.7, 37.4, 42.1, 97.9, 62.9, 3.9, 60.4, 22.6 
 2019-04-26 01:03:34.241014 11.1, 36.5, 0.6, 54.9, 100.0, 31.4, 24.8, 52.5, 27.2 
 2019-04-26 01:03:35.913046 2.4, 44.1, 9.0, 59.5, 100.0, 34.6, 32.9, 58.3, 31.4 
 2019-04-26 01:03:37.606689 42.4, 71.6, 66.0, 45.7, 99.4, 61.8, 65.6, 69.6, 62.6 
