16:53:47.749007 0.98 0.98 74.00 71.00 142.1
16:53:56.681072 0.98 0.98 79.00 71.00 147
16:54:03.777763 0.98 0.98 79.00 71.00 147
16:54:12.795587 0.98 0.98 79.00 71.00 147
16:54:19.848595 0.98 0.98 79.00 71.00 147
16:54:36.317271 0.98 0.98 80.00 71.00 147.98
16:54:45.218649 0.98 0.98 80.00 71.00 147.98
16:54:51.907329 0.98 0.98 75.00 71.00 143.08
16:54:57.707201 0.98 0.98 75.00 71.00 143.08
16:55:03.395230 0.98 0.98 75.00 71.00 143.08
16:55:09.302639 0.98 0.98 75.00 70.00 142.1
16:55:15.263148 0.98 0.98 75.00 71.00 143.08
