11:27:16.111055 0.98 0.98 70.00 67.00 134.26
11:27:23.038520 0.98 0.98 72.00 66.00 135.24
11:27:29.982046 0.98 0.98 72.00 67.00 136.22
11:27:36.333714 0.98 0.98 72.00 67.00 136.22
11:27:41.586887 0.98 0.98 71.00 66.00 134.26
11:27:46.613336 0.98 0.98 71.00 66.00 134.26
11:27:52.142435 0.98 0.98 71.00 67.00 135.24
11:27:57.380392 0.98 0.98 71.00 66.00 134.26
11:28:03.904222 0.98 0.98 72.00 66.00 135.24
11:28:09.299469 0.98 0.98 71.00 66.00 134.26
11:28:15.950920 0.98 0.98 72.00 67.00 136.22
11:28:21.601646 0.98 0.98 72.00 66.00 135.24
11:28:27.022377 0.98 0.98 72.00 66.00 135.24
11:28:32.100294 0.98 0.98 71.00 66.00 134.26
11:28:37.220030 0.98 0.98 71.00 66.00 134.26
11:28:43.098395 0.98 0.98 72.00 66.00 135.24
