14:11:34.414408 0.98 0.98 72.00 68.00 137.2
14:11:41.714625 0.98 0.98 79.00 75.00 150.92
14:11:49.485557 0.98 0.98 79.00 75.00 150.92
14:11:56.929436 0.98 0.98 81.00 81.00 158.76
14:12:04.316352 0.98 0.98 80.00 75.00 151.9
14:12:11.842472 0.98 0.98 80.00 75.00 151.9
14:12:19.509048 0.98 0.98 79.00 75.00 150.92
14:12:26.758471 0.98 0.98 79.00 75.00 150.92
14:12:35.097621 0.98 0.98 79.00 75.00 150.92
14:12:41.142715 0.98 0.98 83.00 81.00 160.72
14:12:47.244358 0.98 0.98 88.00 78.00 162.68
14:12:52.964335 0.98 0.98 87.00 68.00 151.9
14:12:58.528694 0.98 0.98 82.00 71.00 149.94
