13:51:21.383200 0.98 0.98 74.00 70.00 141.12
13:51:27.534702 0.98 0.98 75.00 71.00 143.08
13:51:33.685697 0.98 0.98 74.00 70.00 141.12
13:51:39.929917 0.98 0.98 74.00 70.00 141.12
13:51:46.353669 0.98 0.98 74.00 70.00 141.12
13:51:52.644078 0.98 0.98 74.00 71.00 142.1
13:51:57.871142 0.98 0.98 94.00 70.00 160.72
13:52:04.084547 0.98 0.98 90.00 71.00 157.78
13:52:10.484353 0.98 0.98 86.00 71.00 153.86
13:52:15.900354 0.98 0.98 88.00 70.00 154.84
13:52:21.176343 0.98 0.98 96.00 70.00 162.68
13:52:27.522867 0.98 0.98 77.00 70.00 144.06
13:52:33.921700 0.98 0.98 75.00 70.00 142.1
13:52:40.178121 0.98 0.98 75.00 70.00 142.1
13:52:46.146220 0.98 0.98 74.00 70.00 141.12
