2019-04-16 18:16:33.654615 19.5
2019-04-16 18:16:39.723497 6.5
2019-04-16 18:16:45.739256 5
2019-04-16 18:16:51.362996 7.3
2019-04-16 18:16:57.232563 5.8
2019-04-16 18:17:02.972609 6
2019-04-16 18:17:08.836202 425.4
2019-04-16 18:17:14.265153 608.5
2019-04-16 18:17:19.417711 548.9
2019-04-16 18:17:24.389287 556.2
2019-04-16 18:17:29.685379 582.4
2019-04-16 18:17:34.968475 559.5
2019-04-16 18:17:39.933675 65.8
2019-04-16 18:17:45.423505 6.6
2019-04-16 18:17:50.963166 7.5
2019-04-16 18:17:56.615117 5
2019-04-16 18:18:02.159067 6.5
2019-04-16 18:18:08.263041 22.7
  0
