2019-04-16 17:57:44.740572 20.4
2019-04-16 17:57:50.279983 7.1
2019-04-16 17:57:55.887771 6.7
2019-04-16 17:58:01.371942 3.8
2019-04-16 17:58:06.695743 6.8
2019-04-16 17:58:12.219853 5.3
2019-04-16 17:58:17.691757 175.1
2019-04-16 17:58:23.163822 517.3
2019-04-16 17:58:28.333719 518.3
2019-04-16 17:58:33.625614 488.8
2019-04-16 17:58:38.857670 528.2
2019-04-16 17:58:43.877610 507.1
2019-04-16 17:58:48.881595 231.6
2019-04-16 17:58:54.180469 13.8
2019-04-16 17:58:59.959985 6.2
2019-04-16 17:59:05.639702 5.7
2019-04-16 17:59:11.743759 6
2019-04-16 17:59:17.739767 6.2
  0
