2019-04-16 17:53:15.243657 20
2019-04-16 17:53:21.080223 6.4
2019-04-16 17:53:27.047779 6.2
2019-04-16 17:53:33.075857 5.6
2019-04-16 17:53:39.339690 4.9
2019-04-16 17:53:45.523614 6.3
2019-04-16 17:53:51.671790 527.1
2019-04-16 17:53:56.753519 501
2019-04-16 17:54:01.669604 496.5
2019-04-16 17:54:06.545464 522.6
2019-04-16 17:54:11.533114 521.4
2019-04-16 17:54:16.485854 490.6
2019-04-16 17:54:21.737214 42.4
2019-04-16 17:54:27.792562 5.8
2019-04-16 17:54:33.883985 4.8
2019-04-16 17:54:40.003835 6.2
2019-04-16 17:54:46.207880 5.4
  0
