2019-04-18 12:13:03.107226 20.2
2019-04-18 12:13:09.079000 7.3
2019-04-18 12:13:15.190584 7
2019-04-18 12:13:21.106526 7.3
2019-04-18 12:13:27.346661 6.9
2019-04-18 12:13:33.506525 13.1
2019-04-18 12:13:39.688495 469.5
2019-04-18 12:13:45.832126 452.9
2019-04-18 12:13:50.900470 470.4
2019-04-18 12:13:55.975552 466.2
2019-04-18 12:14:02.310789 473.4
2019-04-18 12:14:07.498226 205.8
2019-04-18 12:14:12.987486 8.3
2019-04-18 12:14:19.346777 5.7
2019-04-18 12:14:25.554596 7
2019-04-18 12:14:31.610461 7.4
2019-04-18 12:14:37.718687 6.5
  0
