18:47:50.318453 0.98 0.98 76.00 72.00 145.04
18:47:55.933879 0.98 0.98 86.00 79.00 161.7
18:48:01.690057 0.98 0.98 88.00 73.00 157.78
18:48:07.391400 0.98 0.98 96.00 71.00 163.66
18:48:13.110694 0.98 0.98 90.00 77.00 163.66
18:48:18.662434 0.98 0.98 88.00 72.00 156.8
18:48:24.406711 0.98 0.98 89.00 78.00 163.66
18:48:30.307045 0.98 0.98 93.00 74.00 163.66
18:48:38.490457 0.98 0.98 86.00 79.00 161.7
18:48:44.938697 0.98 0.98 86.00 79.00 161.7
18:48:51.965934 0.98 0.98 94.00 72.00 162.68
18:48:58.085666 0.98 0.98 77.00 72.00 146.02
18:49:04.464200 0.98 0.98 77.00 71.00 145.04
18:49:10.352149 0.98 0.98 77.00 72.00 146.02
18:49:16.380691 0.98 0.98 77.00 72.00 146.02
