2019-04-25 14:18:34.354156 189.1
2019-04-25 14:18:40.397696 1063.8
2019-04-25 14:18:46.013679 1017.9
2019-04-25 14:18:51.640973 998.7
2019-04-25 14:18:57.301093 954.7
2019-04-25 14:19:03.160953 941.7
2019-04-25 14:19:08.969141 1219.2
2019-04-25 14:19:14.729275 1212.6
2019-04-25 14:19:20.309435 1674
2019-04-25 14:19:25.549208 1269.2
2019-04-25 14:19:31.108528 1520.8
2019-04-25 14:19:36.505356 1291.3
2019-04-25 14:19:42.278071 553.2
2019-04-25 14:19:48.373155 573.7
2019-04-25 14:19:54.289117 585.9
2019-04-25 14:20:00.109064 565.8
2019-04-25 14:20:06.101113 262.6
  0
