11:57:23.069513 0.98 0.98 72.00 68.00 137.2
11:57:29.293340 0.98 0.98 72.00 68.00 137.2
11:57:35.553182 0.98 0.98 72.00 68.00 137.2
11:57:41.705214 0.98 0.98 71.00 68.00 136.22
11:57:47.733341 0.98 0.98 71.00 68.00 136.22
11:57:55.008166 0.98 0.98 71.00 68.00 136.22
11:58:01.522306 0.98 0.98 74.00 68.00 139.16
11:58:10.021658 0.98 0.98 74.00 68.00 139.16
11:58:16.594767 0.98 0.98 74.00 68.00 139.16
11:58:24.306313 0.98 0.98 74.00 68.00 139.16
11:58:30.597595 0.98 0.98 71.00 68.00 136.22
11:58:37.121448 0.98 0.98 72.00 68.00 137.2
11:58:43.353128 0.98 0.98 71.00 68.00 136.22
11:58:49.657378 0.98 0.98 72.00 68.00 137.2
