2019-04-23 17:38:06.359175 149.8
2019-04-23 17:38:12.126569 495.2
2019-04-23 17:38:17.126229 483.7
2019-04-23 17:38:22.381693 503.4
2019-04-23 17:38:27.617106 483.5
2019-04-23 17:38:32.928864 497.2
2019-04-23 17:38:38.385907 557.3
2019-04-23 17:38:43.881054 772.8
2019-04-23 17:38:49.534426 779.5
2019-04-23 17:38:56.015269 770.1
2019-04-23 17:39:01.710580 789.3
2019-04-23 17:39:07.231371 720.1
2019-04-23 17:39:12.583739 15.6
2019-04-23 17:39:18.760648 5.3
2019-04-23 17:39:24.984319 5.3
2019-04-23 17:39:31.044447 5.1
2019-04-23 17:39:37.188335 5.5
  0
