2019-04-23 18:26:51.391770 162.1
2019-04-23 18:26:57.291073 539.6
2019-04-23 18:27:03.187214 532
2019-04-23 18:27:09.178595 581.9
2019-04-23 18:27:14.978678 555.6
2019-04-23 18:27:20.742990 558.4
2019-04-23 18:27:26.858876 1110
2019-04-23 18:27:32.090588 1395.8
2019-04-23 18:27:37.316007 1348.4
2019-04-23 18:27:42.478920 1173.1
2019-04-23 18:27:47.754174 1162.5
2019-04-23 18:27:52.997916 789
2019-04-23 18:27:58.430996 15.5
2019-04-23 18:28:04.453434 6.8
2019-04-23 18:28:10.564966 6
2019-04-23 18:28:16.573501 5.8
2019-04-23 18:28:22.793130 5.6
  0
