2019-04-23 16:25:50.520450 41.8
2019-04-23 16:25:56.724058 23.1
2019-04-23 16:26:01.648463 1.4
2019-04-23 16:26:06.784800 2
2019-04-23 16:26:11.948672 68
2019-04-23 16:26:18.164621 7.3
2019-04-23 16:26:23.334678 2.5
2019-04-23 16:26:28.231875 1.7
2019-04-23 16:26:33.076768 1.7
2019-04-23 16:26:37.988796 7
2019-04-23 16:26:42.924952 1.9
2019-04-23 16:26:47.792643 2
2019-04-23 16:26:52.841076 2.9
2019-04-23 16:26:58.079128 6.4
2019-04-23 16:27:04.090996 1
2019-04-23 16:27:10.147042 0.2
2019-04-23 16:27:15.982559 1.2
2019-04-23 16:27:21.995064 1.4
  0
