2019-04-26 00:28:59.357113 1.2, 2.4, 42.6, 0.0, 0.0 
 2019-04-26 00:29:00.913901 1.9, 0.0, 2.2, 0.6, 0.0 
 2019-04-26 00:29:02.476469 1.9, 0.0, 0.7, 0.6, 0.0 
 2019-04-26 00:29:04.093098 12.7, 19.4, 53.7, 56.7, 28.6 
 2019-04-26 00:29:05.687882 55.8, 3.1, 82.9, 69.7, 89.8 
 2019-04-26 00:29:07.316751 8.4, 61.3, 91.3, 67.3, 92.2 
 2019-04-26 00:29:08.972247 52.3, 35.8, 84.4, 53.7, 94.7 
 2019-04-26 00:29:10.600581 67.8, 55.4, 84.9, 5.7, 90.7 
 2019-04-26 00:29:12.217020 59.1, 58.6, 65.8, 33.1, 94.2 
 2019-04-26 00:29:13.887753 65.6, 58.5, 88.3, 5.7, 83.9 
 2019-04-26 00:29:15.493016 66.4, 57.1, 91.9, 7.6, 83.1 
 2019-04-26 00:29:17.101039 62.5, 67.9, 91.4, 1.2, 89.1 
 2019-04-26 00:29:18.780770 62.5, 66.7, 94.5, 0.6, 91.2 
 2019-04-26 00:29:20.401518 62.8, 43.6, 89.2, 23.9, 90.8 
 2019-04-26 00:29:22.011145 64.3, 57.6, 92.5, 25.3, 75.2 
 2019-04-26 00:29:23.701815 63.3, 68.0, 89.1, 0.6, 90.8 
 2019-04-26 00:29:25.317651 72.3, 63.1, 85.8, 27.2, 86.5 
 2019-04-26 00:29:26.942125 68.7, 66.9, 45.8, 70.2, 85.0 
 2019-04-26 00:29:28.702174 62.7, 64.0, 79.4, 38.5, 83.3 
 2019-04-26 00:29:30.313316 60.6, 69.0, 89.7, 7.9, 92.5 
 2019-04-26 00:29:31.961781 56.3, 65.1, 85.0, 17.1, 91.2 
 2019-04-26 00:29:33.622336 61.6, 65.2, 47.3, 67.5, 95.5 
 2019-04-26 00:29:35.327311 66.2, 58.1, 68.6, 27.8, 90.4 
 2019-04-26 00:29:36.929017 71.4, 43.4, 93.9, 30.5, 91.7 
 2019-04-26 00:29:38.559219 63.4, 50.3, 94.5, 49.4, 84.4 
 2019-04-26 00:29:40.181025 56.0, 60.8, 86.7, 40.6, 90.3 
 2019-04-26 00:29:41.804077 71.6, 73.9, 91.0, 23.0, 92.8 
 2019-04-26 00:29:43.490394 78.7, 79.7, 96.7, 60.8, 52.9 
 2019-04-26 00:29:45.157781 72.0, 64.5, 88.2, 55.8, 69.1 
 2019-04-26 00:29:46.771743 73.9, 76.3, 89.8, 32.1, 96.2 
 2019-04-26 00:29:48.473029 72.1, 52.6, 61.2, 69.7, 93.3 
 2019-04-26 00:29:50.085892 71.9, 66.9, 86.2, 27.5, 90.4 
 2019-04-26 00:29:51.764453 75.9, 58.8, 74.3, 79.1, 94.8 
 2019-04-26 00:29:53.454063 70.9, 63.4, 81.2, 25.6, 90.9 
 2019-04-26 00:29:55.081025 76.9, 76.4, 87.9, 48.1, 83.8 
 2019-04-26 00:29:56.761710 75.6, 57.5, 90.0, 53.5, 94.7 
 2019-04-26 00:29:58.411686 70.4, 67.5, 91.3, 10.9, 87.1 
 2019-04-26 00:30:00.057018 73.2, 70.5, 95.2, 54.0, 95.9 
 2019-04-26 00:30:01.866742 70.9, 57.5, 88.7, 27.5, 88.7 
 2019-04-26 00:30:03.508416 72.1, 32.7, 92.8, 73.9, 91.9 
 2019-04-26 00:30:05.285536 73.5, 50.9, 89.6, 58.3, 93.5 
 2019-04-26 00:30:06.934313 55.8, 44.0, 75.2, 48.8, 35.0 
 2019-04-26 00:30:08.604667 57.0, 31.9, 45.7, 2.4, 55.6 
 2019-04-26 00:30:10.298835 55.4, 23.2, 38.5, 3.2, 49.6 
 2019-04-26 00:30:11.881494 48.3, 17.7, 44.7, 20.9, 44.5 
 2019-04-26 00:30:13.559387 49.7, 35.3, 61.1, 1.8, 63.8 
 2019-04-26 00:30:15.290156 59.3, 21.3, 66.7, 0.0, 61.5 
 2019-04-26 00:30:16.895144 66.4, 28.3, 18.7, 1.8, 63.6 
 2019-04-26 00:30:18.525627 52.7, 3.0, 58.1, 1.2, 52.0 
 2019-04-26 00:30:20.215295 36.8, 24.8, 51.6, 19.4, 60.3 
 2019-04-26 00:30:21.864493 48.4, 34.7, 18.8, 31.8, 66.1 
 2019-04-26 00:30:23.505042 59.7, 32.5, 52.5, 9.0, 41.5 
 2019-04-26 00:30:25.194773 29.5, 20.9, 60.2, 25.8, 56.3 
 2019-04-26 00:30:26.798793 37.3, 24.4, 40.2, 36.1, 51.7 
 2019-04-26 00:30:28.466086 51.0, 7.1, 64.8, 14.8, 60.3 
 2019-04-26 00:30:30.191395 31.0, 43.0, 74.5, 9.4, 59.5 
 2019-04-26 00:30:31.850437 43.8, 38.7, 33.3, 16.5, 57.4 
 2019-04-26 00:30:33.492881 33.5, 11.9, 28.6, 9.4, 37.1 
 2019-04-26 00:30:35.153644 1.3, 0.6, 0.0, 1.3, 0.0 
 2019-04-26 00:30:36.714746 1.9, 0.0, 0.7, 1.9, 0.6 
 
