2019-04-26 00:38:41.437758 32.1, 2.5, 1.6, 2.4, 1.2 
 2019-04-26 00:38:42.994671 3.8, 0.0, 0.0, 0.6, 0.0 
 2019-04-26 00:38:44.540727 2.0, 0.6, 0.0, 0.0, 0.0 
 2019-04-26 00:38:46.090501 48.4, 4.2, 17.3, 32.1, 46.3 
 2019-04-26 00:38:47.751282 66.3, 58.6, 90.0, 34.3, 82.3 
 2019-04-26 00:38:49.535931 68.2, 68.1, 89.2, 47.2, 91.3 
 2019-04-26 00:38:51.431259 63.4, 71.1, 88.5, 60.6, 89.5 
 2019-04-26 00:38:53.216362 63.2, 71.6, 84.3, 72.7, 92.9 
 2019-04-26 00:38:55.034723 49.7, 67.6, 89.3, 71.1, 91.1 
 2019-04-26 00:38:57.034483 68.0, 28.2, 88.0, 73.3, 90.3 
 2019-04-26 00:38:58.715037 66.0, 68.0, 72.6, 71.2, 95.7 
 2019-04-26 00:39:00.447322 69.0, 68.6, 56.0, 74.8, 93.1 
 2019-04-26 00:39:02.139134 57.8, 38.7, 94.8, 67.7, 94.7 
 2019-04-26 00:39:03.808920 56.7, 66.3, 92.7, 39.1, 92.5 
 2019-04-26 00:39:05.602723 63.9, 69.9, 85.2, 47.7, 92.8 
 2019-04-26 00:39:07.263791 60.6, 70.7, 92.0, 39.6, 94.9 
 2019-04-26 00:39:09.109033 74.2, 69.8, 52.2, 72.1, 92.4 
 2019-04-26 00:39:10.796661 61.9, 67.3, 73.5, 64.7, 96.1 
 2019-04-26 00:39:12.503865 65.5, 71.8, 83.7, 40.0, 93.7 
 2019-04-26 00:39:14.289702 67.3, 68.7, 82.4, 42.9, 92.1 
 2019-04-26 00:39:15.967928 62.5, 71.3, 85.8, 58.3, 94.6 
 2019-04-26 00:39:17.869158 60.5, 74.4, 84.5, 66.9, 86.2 
 2019-04-26 00:39:19.615894 68.6, 80.9, 85.7, 81.7, 94.6 
 2019-04-26 00:39:21.408261 74.8, 77.5, 77.3, 51.9, 92.9 
 2019-04-26 00:39:23.107046 78.3, 72.3, 94.3, 41.2, 93.7 
 2019-04-26 00:39:24.979524 70.3, 79.4, 79.6, 79.2, 93.7 
 2019-04-26 00:39:26.696619 66.7, 73.0, 77.8, 78.1, 93.1 
 2019-04-26 00:39:28.384093 75.7, 80.2, 67.5, 80.2, 96.0 
 2019-04-26 00:39:30.201883 76.2, 78.9, 73.9, 75.9, 93.6 
 2019-04-26 00:39:31.958071 78.1, 79.1, 68.1, 74.8, 95.0 
 2019-04-26 00:39:33.675578 75.3, 74.1, 87.2, 49.7, 94.5 
 2019-04-26 00:39:35.464520 71.8, 71.6, 75.0, 63.0, 93.0 
 2019-04-26 00:39:37.208441 77.1, 66.9, 92.0, 59.9, 93.6 
 2019-04-26 00:39:39.055545 76.1, 59.6, 89.1, 56.2, 91.6 
 2019-04-26 00:39:40.788002 76.4, 79.2, 78.1, 74.0, 94.0 
 2019-04-26 00:39:42.559312 79.3, 79.5, 85.6, 65.9, 94.1 
 2019-04-26 00:39:44.363747 74.1, 70.1, 85.6, 43.3, 91.7 
 2019-04-26 00:39:46.096779 78.1, 62.0, 86.6, 77.7, 94.5 
 2019-04-26 00:39:47.876353 76.4, 58.6, 83.6, 60.4, 91.5 
 2019-04-26 00:39:49.572933 44.2, 41.1, 70.2, 43.5, 66.2 
 2019-04-26 00:39:51.247148 33.8, 40.6, 69.9, 15.8, 60.4 
 2019-04-26 00:39:52.909038 15.6, 43.8, 64.9, 19.4, 50.0 
 2019-04-26 00:39:54.563806 32.3, 43.8, 57.1, 12.7, 52.6 
 2019-04-26 00:39:56.242950 10.1, 42.0, 78.6, 45.2, 69.6 
 2019-04-26 00:39:57.891315 16.5, 43.1, 73.9, 25.7, 67.6 
 2019-04-26 00:39:59.503565 17.5, 38.9, 71.2, 18.4, 58.3 
 2019-04-26 00:40:01.158176 29.3, 48.8, 57.8, 3.1, 55.9 
 2019-04-26 00:40:02.795881 10.7, 29.4, 80.6, 49.4, 74.1 
 2019-04-26 00:40:04.432446 34.0, 34.8, 70.7, 34.6, 58.8 
 2019-04-26 00:40:06.091741 30.3, 42.9, 33.3, 18.5, 57.4 
 2019-04-26 00:40:07.703869 23.1, 27.5, 40.2, 38.1, 67.2 
 2019-04-26 00:40:09.350093 36.2, 44.4, 77.6, 4.3, 73.7 
 2019-04-26 00:40:10.975242 15.5, 3.8, 70.2, 62.0, 67.8 
 2019-04-26 00:40:12.570993 3.8, 38.5, 77.4, 42.8, 65.4 
 2019-04-26 00:40:14.187385 19.0, 23.6, 80.0, 40.6, 71.5 
 2019-04-26 00:40:15.855496 7.1, 23.0, 57.9, 35.5, 46.2 
 2019-04-26 00:40:17.414963 1.9, 0.6, 0.7, 0.0, 1.3 
 2019-04-26 00:40:18.969386 3.1, 0.6, 0.0, 0.0, 0.6 
 
