2019-04-26 01:31:42.002932 2.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1, 1.2, 0.0, 0.0, 1.1, 0.0, 1.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.1, 0.0, 0.0, 0.0, 0.0 
 2019-04-26 01:31:43.603264 1.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
 2019-04-26 01:31:45.154248 1.9, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
 2019-04-26 01:31:46.702153 8.9, 2.8, 8.5, 0.0, 12.1, 0.6, 9.3, 3.1, 0.0, 0.0, 1.9, 0.0, 9.5, 0.0, 11.5, 0.0, 16.5, 1.2, 9.9, 0.6, 8.1, 0.0, 9.0, 3.7, 0.6, 0.0, 3.1, 0.0, 11.9, 0.0, 9.9, 0.0, 8.9 
 2019-04-26 01:31:48.316177 26.8, 29.7, 32.6, 25.2, 33.8, 24.0, 36.2, 30.4, 22.0, 19.7, 23.7, 20.3, 29.5, 20.6, 37.3, 24.8, 36.8, 21.6, 25.9, 23.5, 28.3, 19.6, 37.7, 22.5, 21.9, 19.0, 24.1, 18.1, 34.8, 19.6, 34.2, 23.2, 24.7 
 2019-04-26 01:31:49.891848 26.9, 19.3, 23.0, 13.9, 37.5, 10.2, 40.8, 5.1, 15.2, 8.3, 10.8, 15.6, 25.0, 0.0, 38.3, 0.0, 48.5, 14.1, 14.2, 12.8, 27.1, 9.6, 36.4, 3.2, 15.3, 10.1, 11.4, 17.2, 28.1, 0.0, 37.8, 0.6, 27.5 
 2019-04-26 01:31:51.464027 29.9, 27.9, 35.8, 16.1, 43.0, 5.2, 45.6, 17.9, 5.2, 21.8, 7.3, 25.0, 38.0, 1.3, 45.3, 17.3, 45.8, 22.7, 27.2, 16.7, 34.6, 5.7, 44.5, 19.9, 5.8, 22.6, 11.9, 23.0, 33.1, 1.3, 44.8, 17.4, 30.8 
 2019-04-26 01:31:53.037763 25.0, 12.4, 23.7, 11.7, 35.5, 5.2, 42.2, 1.9, 5.2, 11.5, 14.7, 2.5, 33.3, 1.3, 35.3, 2.5, 44.8, 9.7, 14.4, 11.6, 24.2, 6.5, 36.2, 1.9, 6.4, 10.3, 13.6, 1.9, 34.8, 1.9, 36.6, 1.9, 24.8 
 2019-04-26 01:31:54.600995 38.5, 40.0, 31.9, 18.7, 48.6, 22.2, 49.3, 12.9, 12.2, 12.3, 13.4, 10.8, 41.0, 17.9, 47.9, 12.9, 52.2, 31.2, 27.8, 18.5, 40.6, 25.0, 46.7, 15.2, 9.0, 13.3, 13.3, 10.2, 41.3, 20.1, 46.5, 13.5, 38.1 
 2019-04-26 01:31:56.172162 18.7, 24.3, 26.7, 8.8, 29.5, 15.8, 34.0, 12.8, 10.6, 11.3, 3.2, 3.2, 27.6, 0.0, 29.9, 8.9, 31.5, 18.6, 22.8, 8.9, 17.8, 13.5, 33.1, 9.6, 8.9, 10.2, 3.2, 3.8, 30.1, 0.0, 32.2, 7.1, 21.7 
