2019-04-26 01:47:51.303468 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.7, 0.0, 0.0, 0.0, 1.2, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.7, 0.0, 0.0, 0.0 
 2019-04-26 01:47:52.863430 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
 2019-04-26 01:47:54.419036 0.0, 0.7, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0 
 2019-04-26 01:47:55.976091 5.7, 0.0, 10.8, 0.0, 10.8, 0.6, 12.7, 0.0, 8.0, 0.0, 0.0, 0.0, 4.6, 0.0, 10.9, 0.0, 15.4, 0.0, 13.4, 0.0, 6.6, 1.2, 8.1, 0.0, 11.5, 0.6, 0.6, 0.0, 4.6, 0.6, 11.8, 0.0, 14.3 
 2019-04-26 01:47:57.635403 48.3, 36.8, 61.1, 21.8, 58.0, 25.3, 59.9, 24.7, 48.6, 31.8, 32.7, 20.5, 44.5, 25.0, 61.0, 3.2, 59.4, 30.3, 61.3, 22.8, 51.0, 24.4, 60.7, 26.9, 58.6, 33.1, 31.6, 20.0, 45.3, 24.7, 61.4, 3.8, 57.9 
 2019-04-26 01:47:59.219954 41.4, 26.9, 52.8, 5.7, 51.4, 8.9, 56.2, 10.8, 37.0, 13.5, 19.1, 0.6, 67.6, 1.9, 55.1, 8.2, 62.8, 24.2, 54.6, 5.7, 35.1, 9.4, 63.7, 11.9, 50.7, 13.5, 18.6, 0.6, 67.9, 1.9, 52.1, 7.6, 54.8 
 2019-04-26 01:48:00.799568 76.5, 72.5, 75.5, 44.9, 67.6, 43.1, 82.9, 53.2, 61.7, 65.4, 48.4, 37.9, 87.4, 32.3, 57.1, 26.4, 84.4, 68.6, 77.0, 51.9, 63.2, 40.6, 85.9, 54.8, 68.4, 56.6, 41.9, 37.3, 88.1, 30.8, 57.9, 24.5, 81.6 
 2019-04-26 01:48:02.393931 18.1, 17.0, 26.2, 14.0, 24.7, 9.0, 27.3, 13.5, 16.2, 5.1, 14.2, 13.5, 37.8, 12.3, 26.0, 14.6, 35.0, 14.1, 29.4, 13.5, 16.0, 7.1, 32.1, 13.5, 27.8, 13.5, 13.5, 14.1, 38.5, 9.7, 25.9, 14.1, 29.2 
 2019-04-26 01:48:03.959615 55.5, 58.1, 58.7, 51.3, 57.6, 45.7, 60.7, 44.4, 53.5, 42.7, 49.4, 49.4, 69.1, 30.3, 57.0, 26.9, 64.9, 53.5, 60.1, 51.9, 52.7, 47.4, 64.3, 45.8, 53.8, 51.9, 49.7, 49.4, 67.8, 32.1, 56.8, 24.7, 60.5 
 2019-04-26 01:48:05.529035 34.2, 26.7, 46.2, 8.2, 37.8, 12.7, 44.2, 0.6, 28.0, 10.1, 8.9, 12.1, 36.0, 23.4, 42.1, 5.7, 51.7, 23.6, 50.0, 5.1, 27.7, 11.5, 47.2, 0.0, 37.9, 9.6, 8.3, 12.1, 36.8, 23.1, 43.2, 5.1, 44.1 
 2019-04-26 01:48:07.112368 84.9, 79.5, 79.5, 74.8, 81.4, 53.6, 87.8, 54.2, 77.0, 65.3, 65.6, 56.9, 90.4, 49.7, 85.6, 41.8, 88.7, 76.2, 79.9, 75.2, 78.3, 54.5, 90.3, 55.1, 81.3, 60.1, 64.5, 55.5, 89.9, 49.7, 84.9, 39.9, 88.2 
 2019-04-26 01:48:08.680115 7.1, 1.5, 16.3, 0.0, 9.4, 0.0, 16.4, 0.0, 4.5, 0.0, 0.0, 0.0, 22.1, 0.0, 14.3, 0.0, 25.5, 3.1, 19.7, 0.6, 2.0, 0.0, 19.4, 0.0, 20.1, 0.0, 0.6, 0.0, 29.3, 0.0, 13.2, 0.0, 16.7 
 2019-04-26 01:48:10.260759 40.5, 47.1, 48.3, 39.4, 49.3, 36.1, 50.7, 36.9, 41.6, 39.5, 41.1, 40.6, 57.1, 29.0, 48.3, 36.7, 47.6, 42.4, 51.3, 39.0, 43.4, 34.4, 53.8, 37.7, 49.3, 34.8, 40.3, 29.0, 58.0, 29.5, 49.7, 36.7, 43.2 
 2019-04-26 01:48:11.846831 43.3, 36.1, 54.5, 17.1, 49.3, 5.1, 54.4, 26.3, 42.2, 31.2, 32.7, 6.4, 34.3, 0.0, 52.0, 10.1, 58.6, 33.5, 52.8, 17.1, 39.6, 5.7, 53.9, 27.7, 47.6, 30.1, 30.5, 10.8, 32.3, 0.0, 51.4, 8.9, 53.1 
