2019-04-26 01:17:15.518768 0.0, 0.0, 1.1, 0.0, 0.0, 0.0, 0.0, 1.1, 0.0, 0.0, 0.0, 0.0, 1.1, 29.9, 1.2, 0.0, 0.0 
 2019-04-26 01:17:17.131359 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 1.8 
 2019-04-26 01:17:18.757414 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 1.3, 0.0, 0.0, 0.0, 1.3 
 2019-04-26 01:17:20.337056 25.3, 0.0, 14.8, 0.0, 20.7, 4.4, 10.5, 8.4, 9.1, 7.2, 7.0, 0.0, 15.8, 0.6, 9.0, 0.0, 25.5 
 2019-04-26 01:17:21.913565 68.2, 46.2, 57.7, 44.6, 81.6, 30.3, 57.5, 43.8, 46.6, 0.6, 32.7, 0.0, 78.5, 15.6, 56.3, 0.0, 69.9 
 2019-04-26 01:17:23.488932 54.7, 58.6, 45.2, 48.7, 75.0, 48.4, 40.5, 48.7, 45.3, 11.3, 46.8, 0.6, 90.0, 46.7, 51.3, 45.5, 56.2 
 2019-04-26 01:17:25.110230 63.3, 70.3, 68.4, 63.2, 68.3, 62.8, 60.8, 61.2, 61.4, 61.5, 60.4, 5.7, 84.6, 60.3, 59.6, 61.0, 61.5 
 2019-04-26 01:17:26.696694 46.9, 49.3, 42.8, 44.4, 75.0, 33.3, 44.2, 25.7, 44.6, 44.0, 45.2, 44.0, 88.4, 43.7, 43.5, 44.7, 48.7 
 2019-04-26 01:17:28.297035 61.7, 69.9, 61.8, 62.5, 77.5, 60.8, 61.9, 4.5, 65.5, 61.9, 62.6, 62.7, 87.3, 62.7, 51.6, 64.1, 61.9 
 2019-04-26 01:17:29.884252 35.8, 44.2, 41.7, 35.4, 55.3, 37.6, 43.5, 40.0, 34.2, 36.9, 35.6, 25.5, 72.4, 36.9, 34.9, 35.6, 35.2 
 2019-04-26 01:17:31.458977 57.5, 64.6, 57.9, 56.1, 77.0, 57.1, 54.8, 57.5, 56.9, 54.9, 54.6, 57.8, 58.3, 56.0, 56.6, 57.0, 59.0 
 2019-04-26 01:17:33.052924 51.0, 47.9, 40.1, 0.0, 52.7, 34.9, 42.1, 38.7, 36.5, 0.6, 14.6, 38.6, 88.3, 37.3, 34.4, 39.4, 50.7 
 2019-04-26 01:17:34.635540 50.0, 42.6, 44.0, 0.0, 79.3, 44.1, 50.0, 46.8, 49.7, 3.9, 41.7, 45.8, 89.4, 45.5, 51.3, 44.4, 48.3 
 2019-04-26 01:17:36.218351 55.5, 14.7, 59.7, 0.6, 80.3, 53.4, 57.0, 52.5, 51.3, 54.5, 52.8, 53.8, 80.0, 51.0, 55.3, 54.0, 57.2 
 2019-04-26 01:17:37.846857 35.6, 22.3, 41.3, 24.7, 70.5, 35.1, 43.8, 39.5, 51.0, 7.2, 36.6, 38.0, 85.4, 37.3, 36.6, 37.6, 38.4 
 2019-04-26 01:17:39.411127 62.5, 71.5, 63.8, 48.1, 66.7, 65.0, 63.6, 66.5, 68.4, 65.4, 64.1, 64.9, 68.3, 65.0, 63.9, 65.2, 65.6 
 2019-04-26 01:17:40.997363 46.5, 30.3, 46.7, 30.4, 73.3, 39.4, 40.8, 35.0, 41.7, 24.4, 36.5, 27.4, 84.6, 23.7, 37.8, 35.0, 44.8 
 2019-04-26 01:17:42.609024 66.5, 71.9, 64.7, 65.4, 86.7, 67.3, 71.6, 60.0, 67.3, 66.7, 66.9, 67.1, 77.7, 0.6, 64.2, 66.7, 65.3 
 2019-04-26 01:17:44.187524 50.3, 55.6, 47.3, 11.2, 77.4, 50.3, 55.6, 51.6, 49.0, 51.3, 49.4, 51.6, 88.3, 47.4, 49.7, 49.3, 50.6 
 2019-04-26 01:17:45.763535 61.7, 64.7, 57.3, 3.1, 89.1, 60.6, 65.4, 59.0, 56.1, 58.2, 58.2, 58.6, 45.2, 58.0, 59.6, 59.5, 61.9 
 2019-04-26 01:17:47.404915 62.2, 66.7, 57.6, 58.4, 69.7, 59.5, 67.9, 60.3, 58.6, 60.1, 58.3, 60.6, 69.9, 0.6, 60.1, 60.0, 59.3 
 2019-04-26 01:17:48.996287 55.3, 63.3, 53.8, 53.3, 77.7, 53.7, 56.3, 53.4, 53.9, 48.4, 51.4, 51.3, 87.4, 52.9, 54.8, 19.5, 55.3 
 2019-04-26 01:17:50.574575 61.6, 68.0, 60.0, 62.2, 75.6, 62.0, 60.5, 63.2, 61.1, 61.7, 59.4, 27.4, 49.3, 42.4, 76.5, 63.6, 62.6 
 2019-04-26 01:17:52.143814 64.1, 66.9, 58.4, 61.8, 89.4, 37.5, 63.2, 63.2, 62.4, 62.3, 62.0, 63.4, 82.7, 29.3, 59.1, 60.8, 64.1 
 2019-04-26 01:17:53.746367 81.3, 19.0, 78.9, 80.9, 89.4, 40.4, 80.6, 81.0, 83.8, 80.8, 79.4, 80.8, 84.9, 81.5, 81.6, 81.2, 81.5 
 2019-04-26 01:17:55.352612 84.9, 31.1, 87.5, 86.4, 91.7, 57.7, 88.2, 86.2, 87.4, 87.0, 86.2, 86.5, 88.0, 86.2, 86.7, 86.4, 85.4 
 2019-04-26 01:17:56.910168 80.5, 47.1, 81.3, 82.8, 93.4, 41.0, 83.8, 83.0, 83.6, 82.1, 76.4, 82.9, 89.6, 82.1, 81.8, 83.2, 82.4 
 2019-04-26 01:17:58.526098 82.7, 1.4, 83.5, 84.3, 96.1, 71.6, 88.8, 84.7, 83.4, 84.6, 84.4, 84.1, 78.6, 84.5, 86.3, 84.4, 83.4 
 2019-04-26 01:18:00.126255 86.3, 23.0, 86.8, 86.7, 96.7, 87.1, 87.0, 87.7, 86.8, 87.3, 86.6, 87.4, 93.4, 87.3, 87.2, 86.8, 86.5 
 2019-04-26 01:18:01.689572 84.2, 58.1, 84.6, 85.4, 94.7, 84.0, 83.6, 84.0, 83.3, 85.0, 83.8, 84.5, 55.3, 84.1, 84.7, 84.8, 83.4 
 2019-04-26 01:18:03.312837 88.0, 18.3, 88.1, 70.5, 95.2, 72.1, 88.1, 86.6, 87.5, 71.8, 83.0, 74.1, 92.8, 71.8, 85.9, 71.0, 88.8 
 2019-04-26 01:18:04.883224 83.4, 84.6, 80.1, 80.1, 91.2, 74.2, 81.7, 79.1, 85.7, 39.3, 82.9, 80.8, 78.0, 0.6, 78.9, 35.9, 82.5 
 2019-04-26 01:18:06.467373 82.7, 63.9, 81.5, 79.6, 93.4, 81.5, 80.0, 81.3, 79.6, 80.5, 79.7, 76.7, 95.0, 35.0, 79.2, 34.8, 82.1 
 2019-04-26 01:18:08.067899 87.7, 85.3, 86.8, 87.7, 96.6, 82.5, 86.3, 82.7, 88.3, 87.3, 87.3, 67.3, 89.7, 87.5, 87.2, 43.9, 87.1 
 2019-04-26 01:18:09.644684 80.5, 81.6, 76.5, 77.0, 91.7, 0.6, 76.9, 33.3, 75.2, 76.8, 76.5, 77.1, 94.5, 77.0, 77.1, 77.6, 80.8 
 2019-04-26 01:18:11.197590 83.7, 82.5, 79.4, 73.4, 89.1, 35.9, 80.4, 38.0, 79.1, 79.4, 79.3, 80.5, 92.0, 79.9, 77.6, 78.5, 83.0 
 2019-04-26 01:18:12.849063 77.5, 85.8, 77.5, 79.2, 93.3, 77.8, 77.3, 79.0, 77.0, 78.6, 75.5, 77.8, 59.3, 78.2, 70.3, 78.2, 78.2 
 2019-04-26 01:18:14.441229 79.2, 84.0, 81.1, 64.1, 76.6, 68.4, 78.4, 80.0, 79.1, 79.4, 78.7, 80.0, 81.8, 79.1, 75.0, 80.1, 79.2 
 2019-04-26 01:18:16.025055 78.3, 81.6, 77.9, 78.9, 96.8, 49.4, 80.0, 79.6, 79.1, 79.4, 78.3, 78.5, 89.1, 79.2, 72.5, 78.0, 79.4 
 2019-04-26 01:18:17.603764 76.1, 76.3, 72.8, 72.4, 85.0, 0.6, 72.0, 72.3, 71.1, 73.1, 70.9, 73.1, 91.4, 72.4, 52.8, 72.3, 75.6 
 2019-04-26 01:18:19.186258 75.8, 78.7, 72.2, 69.2, 93.7, 37.7, 73.9, 76.1, 71.7, 73.9, 72.5, 71.5, 95.0, 73.7, 50.0, 74.2, 75.2 
 2019-04-26 01:18:20.768398 69.7, 83.2, 75.5, 75.2, 89.3, 75.0, 74.7, 55.3, 74.3, 75.0, 74.8, 75.7, 73.2, 73.8, 62.3, 75.5, 76.2 
 2019-04-26 01:18:22.335631 56.9, 59.7, 51.9, 49.0, 72.6, 50.7, 46.9, 0.6, 50.0, 48.3, 51.3, 48.6, 85.6, 49.7, 24.8, 52.9, 53.8 
 2019-04-26 01:18:23.910138 28.7, 18.4, 10.6, 7.7, 19.6, 9.4, 16.0, 10.2, 13.7, 5.7, 4.5, 11.2, 41.9, 5.1, 9.0, 9.6, 28.7 
 2019-04-26 01:18:25.486193 19.9, 10.4, 15.2, 13.3, 11.6, 11.7, 7.2, 7.8, 9.0, 0.0, 0.0, 0.6, 20.2, 8.4, 1.9, 11.5, 21.1 
 2019-04-26 01:18:27.051501 27.3, 16.1, 14.3, 12.0, 23.8, 9.3, 13.4, 12.5, 8.5, 0.0, 0.6, 0.0, 21.6, 0.6, 2.4, 6.1, 20.4 
 2019-04-26 01:18:28.729817 33.3, 17.3, 18.5, 1.3, 28.3, 0.6, 18.4, 1.3, 6.6, 0.0, 0.6, 0.6, 19.3, 4.5, 1.9, 0.6, 34.2 
 2019-04-26 01:18:30.312630 30.4, 15.8, 12.9, 0.0, 17.8, 6.4, 12.3, 1.9, 10.3, 0.0, 15.4, 0.0, 20.7, 9.3, 5.8, 0.6, 29.5 
 2019-04-26 01:18:31.886243 29.5, 2.2, 26.5, 4.5, 18.9, 7.4, 6.5, 0.6, 9.9, 0.0, 6.4, 0.0, 6.1, 0.6, 3.2, 0.0, 26.8 
 2019-04-26 01:18:33.449305 31.3, 0.0, 16.6, 5.8, 20.9, 11.0, 9.7, 4.5, 15.4, 0.0, 0.0, 0.0, 17.4, 2.6, 3.1, 0.6, 31.1 
 2019-04-26 01:18:35.022877 23.7, 0.7, 14.5, 1.3, 24.0, 6.8, 7.4, 2.5, 17.8, 0.0, 3.2, 0.0, 28.0, 13.3, 3.8, 3.8, 28.2 
 2019-04-26 01:18:36.595874 27.8, 14.2, 14.4, 0.0, 7.7, 0.6, 8.6, 6.5, 15.0, 0.0, 9.2, 0.6, 30.7, 9.9, 4.5, 12.3, 27.3 
 2019-04-26 01:18:38.157097 33.8, 18.1, 6.0, 5.1, 6.5, 0.0, 9.7, 6.5, 1.3, 0.0, 6.4, 0.0, 28.7, 6.8, 6.3, 11.5, 30.1 
 2019-04-26 01:18:39.740718 25.9, 19.0, 5.9, 9.2, 6.9, 0.6, 13.7, 6.5, 0.0, 3.2, 9.2, 9.8, 28.9, 12.3, 8.6, 11.2, 23.1 
 2019-04-26 01:18:41.302944 29.5, 18.3, 7.1, 5.7, 16.5, 0.6, 11.8, 12.3, 0.0, 9.9, 11.5, 10.5, 23.9, 12.8, 5.8, 12.8, 25.2 
