2019-04-26 00:11:17.723676 34.5, 5.8, 1.6 
 2019-04-26 00:11:19.302941 2.6, 0.0, 0.7 
 2019-04-26 00:11:20.854771 2.6, 1.3, 0.0 
 2019-04-26 00:11:22.406194 62.1, 39.9, 26.3 
 2019-04-26 00:11:24.074228 85.6, 70.1, 69.2 
 2019-04-26 00:11:25.720239 87.6, 13.8, 98.8 
 2019-04-26 00:11:27.431904 87.3, 32.1, 94.1 
 2019-04-26 00:11:29.072860 87.7, 44.6, 97.4 
 2019-04-26 00:11:30.746314 89.7, 32.7, 98.1 
 2019-04-26 00:11:32.449025 87.3, 28.3, 98.1 
 2019-04-26 00:11:34.106264 87.7, 47.7, 93.5 
 2019-04-26 00:11:35.770638 88.7, 58.5, 87.9 
 2019-04-26 00:11:37.497026 83.3, 67.7, 84.3 
 2019-04-26 00:11:39.162417 87.0, 48.7, 95.9 
 2019-04-26 00:11:40.863510 88.2, 33.3, 96.9 
 2019-04-26 00:11:42.608342 81.3, 47.5, 98.1 
 2019-04-26 00:11:44.299006 87.6, 38.7, 90.3 
 2019-04-26 00:11:45.928559 87.0, 71.8, 83.8 
 2019-04-26 00:11:47.681022 87.0, 23.8, 98.1 
 2019-04-26 00:11:49.320746 87.4, 52.0, 98.1 
 2019-04-26 00:11:51.059899 85.8, 73.2, 80.0 
 2019-04-26 00:11:52.778820 86.5, 75.7, 83.2 
 2019-04-26 00:11:54.457040 88.2, 72.7, 82.9 
 2019-04-26 00:11:56.130806 88.6, 90.4, 62.2 
 2019-04-26 00:11:57.801182 97.2, 57.6, 98.1 
 2019-04-26 00:11:59.571822 90.5, 50.4, 96.7 
 2019-04-26 00:12:01.270128 92.8, 41.4, 95.8 
 2019-04-26 00:12:02.988176 95.7, 79.9, 76.1 
 2019-04-26 00:12:04.667310 89.4, 50.0, 91.3 
 2019-04-26 00:12:06.333111 96.0, 69.3, 93.3 
 2019-04-26 00:12:08.128761 92.8, 61.7, 93.2 
 2019-04-26 00:12:09.836856 90.4, 25.2, 98.8 
 2019-04-26 00:12:11.524703 98.3, 70.7, 93.6 
 2019-04-26 00:12:13.283056 87.3, 94.3, 46.2 
 2019-04-26 00:12:14.935796 82.7, 98.3, 61.0 
 2019-04-26 00:12:16.688220 96.1, 71.7, 92.2 
 2019-04-26 00:12:18.500965 88.2, 97.6, 47.6 
 2019-04-26 00:12:20.225041 94.7, 64.1, 87.4 
 2019-04-26 00:12:21.958418 94.1, 49.5, 97.4 
 2019-04-26 00:12:23.681628 90.9, 52.1, 93.2 
 2019-04-26 00:12:25.353336 80.5, 72.5, 70.4 
 2019-04-26 00:12:26.996789 65.2, 24.4, 86.2 
 2019-04-26 00:12:28.710105 60.8, 55.6, 66.7 
 2019-04-26 00:12:30.321330 53.3, 24.8, 75.0 
 2019-04-26 00:12:31.927563 63.9, 55.6, 69.0 
 2019-04-26 00:12:33.593068 68.3, 50.4, 67.9 
 2019-04-26 00:12:35.234627 65.8, 60.2, 50.5 
 2019-04-26 00:12:36.885099 57.4, 32.6, 72.5 
 2019-04-26 00:12:38.587621 64.5, 20.9, 81.4 
 2019-04-26 00:12:40.213055 65.4, 24.6, 84.6 
 2019-04-26 00:12:41.836585 62.6, 38.0, 73.8 
 2019-04-26 00:12:43.527502 64.9, 60.7, 57.0 
 2019-04-26 00:12:45.177039 70.2, 21.1, 82.9 
 2019-04-26 00:12:46.840315 67.7, 23.1, 81.7 
 2019-04-26 00:12:48.534750 65.6, 58.7, 52.8 
 2019-04-26 00:12:50.187565 61.1, 71.0, 56.0 
 2019-04-26 00:12:51.867179 52.9, 58.3, 36.6 
 2019-04-26 00:12:53.518682 0.6, 2.6, 0.7 
 2019-04-26 00:12:55.073835 2.5, 0.6, 1.5 
 
