2019-04-26 01:23:43.117089 0.0, 0.0, 0.0, 31.7, 0.0, 0.0, 1.2, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2, 0.0, 1.2, 0.0, 2.4 
 2019-04-26 01:23:44.686027 0.0, 0.0, 0.0, 0.0, 0.6, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9 
 2019-04-26 01:23:46.270957 0.0, 0.0, 0.0, 0.6, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.6, 1.3 
 2019-04-26 01:23:47.857997 21.5, 0.0, 11.0, 0.0, 15.7, 3.8, 15.1, 1.3, 8.7, 0.0, 3.2, 0.0, 19.2, 0.6, 5.0, 0.0, 25.8 
 2019-04-26 01:23:49.461023 70.1, 57.1, 63.7, 58.3, 69.5, 56.2, 73.0, 65.8, 63.0, 32.3, 56.9, 23.9, 80.8, 1.9, 61.0, 58.1, 71.0 
 2019-04-26 01:23:51.074117 61.0, 41.4, 57.3, 21.9, 71.6, 56.3, 58.3, 57.6, 55.4, 60.6, 52.9, 56.7, 88.4, 47.4, 67.3, 12.2, 60.5 
 2019-04-26 01:23:52.646190 71.2, 18.9, 67.7, 54.1, 87.1, 71.3, 76.7, 67.5, 71.7, 67.7, 67.5, 49.0, 85.1, 70.8, 73.4, 67.3, 66.9 
 2019-04-26 01:23:54.257336 57.9, 60.1, 62.7, 51.3, 67.3, 51.0, 52.2, 51.3, 35.9, 0.0, 51.0, 51.0, 83.7, 53.5, 57.7, 0.0, 55.9 
 2019-04-26 01:23:55.835123 71.2, 74.3, 69.9, 45.9, 88.7, 64.6, 72.3, 65.1, 68.7, 48.3, 67.8, 28.8, 87.0, 69.1, 67.1, 55.2, 70.5 
 2019-04-26 01:23:57.395772 52.7, 52.4, 49.4, 50.0, 60.2, 51.3, 47.3, 51.3, 54.5, 21.3, 47.3, 51.0, 84.2, 50.7, 49.0, 50.6, 53.7 
 2019-04-26 01:23:58.963718 64.1, 69.9, 59.2, 61.4, 78.0, 64.3, 62.8, 63.7, 63.9, 0.0, 61.0, 61.3, 78.5, 66.9, 65.2, 52.2, 65.8 
 2019-04-26 01:24:00.598800 61.6, 57.3, 53.2, 46.2, 52.0, 50.3, 52.0, 50.3, 49.0, 0.6, 47.0, 16.9, 82.9, 50.3, 54.0, 50.0, 62.3 
 2019-04-26 01:24:02.188328 52.3, 58.5, 45.6, 31.3, 55.8, 49.3, 56.9, 48.4, 47.0, 1.3, 47.1, 47.3, 87.9, 49.0, 49.4, 50.3, 52.3 
 2019-04-26 01:24:03.764223 66.2, 68.5, 61.4, 61.5, 82.6, 61.0, 61.8, 44.7, 56.3, 61.7, 61.8, 62.7, 57.6, 61.3, 57.9, 62.0, 66.0 
 2019-04-26 01:24:05.339953 36.7, 42.6, 34.0, 35.4, 61.1, 32.9, 34.9, 36.1, 12.3, 33.3, 33.8, 34.6, 86.7, 35.3, 33.1, 35.7, 41.6 
 2019-04-26 01:24:06.927165 67.3, 75.8, 67.5, 62.7, 68.0, 46.5, 68.4, 67.8, 67.3, 67.5, 66.9, 68.4, 72.2, 67.7, 67.1, 68.8, 67.1 
 2019-04-26 01:24:08.511519 38.7, 38.2, 30.3, 28.6, 48.6, 23.9, 27.5, 30.9, 29.4, 13.1, 28.8, 28.9, 86.5, 27.6, 29.3, 28.6, 38.3 
 2019-04-26 01:24:10.087803 61.2, 67.5, 60.7, 7.6, 84.7, 58.9, 67.3, 59.1, 61.3, 0.0, 58.2, 58.7, 83.7, 60.9, 65.4, 59.7, 59.9 
 2019-04-26 01:24:11.683684 34.0, 45.3, 41.3, 13.0, 44.4, 36.5, 47.9, 32.4, 35.1, 0.0, 34.7, 36.7, 87.9, 33.8, 45.9, 35.2, 35.9 
 2019-04-26 01:24:13.253032 58.4, 37.4, 56.1, 30.0, 75.0, 32.7, 49.4, 22.1, 42.9, 3.7, 46.9, 4.9, 84.8, 12.5, 53.2, 12.9, 58.5 
 2019-04-26 01:24:14.903955 64.3, 59.7, 56.8, 0.6, 70.5, 55.1, 62.9, 56.1, 52.0, 0.0, 27.6, 54.5, 70.5, 52.0, 65.8, 55.1, 63.9 
 2019-04-26 01:24:16.525035 49.0, 48.6, 40.5, 7.8, 75.8, 21.8, 44.7, 38.4, 37.1, 11.3, 38.2, 38.7, 86.3, 40.5, 39.0, 40.3, 49.3 
 2019-04-26 01:24:18.096134 64.9, 71.4, 65.2, 65.6, 79.6, 21.3, 67.9, 65.0, 63.7, 64.2, 47.0, 64.5, 85.9, 64.3, 63.4, 63.1, 67.7 
 2019-04-26 01:24:19.749252 55.8, 33.3, 40.7, 40.6, 50.0, 38.7, 48.1, 39.3, 37.9, 7.0, 33.3, 30.1, 86.0, 39.1, 37.3, 0.0, 55.0 
 2019-04-26 01:24:21.328031 67.1, 25.5, 66.0, 66.5, 86.6, 65.8, 77.3, 49.0, 66.7, 43.8, 66.5, 46.7, 63.1, 64.2, 69.0, 53.2, 62.2 
 2019-04-26 01:24:22.898957 57.5, 55.6, 42.6, 49.1, 79.7, 43.9, 51.8, 46.2, 42.9, 47.0, 44.6, 0.0, 97.0, 38.6, 46.3, 47.0, 56.7 
 2019-04-26 01:24:24.624747 62.0, 76.8, 68.0, 69.7, 81.6, 35.2, 72.5, 68.9, 68.4, 69.3, 69.4, 6.4, 77.8, 69.2, 82.3, 69.6, 69.9 
 2019-04-26 01:24:26.208685 66.9, 68.8, 60.4, 61.6, 92.3, 0.6, 65.9, 61.6, 59.3, 59.1, 57.6, 62.4, 81.7, 60.0, 61.6, 62.0, 67.6 
 2019-04-26 01:24:27.934153 64.7, 64.2, 54.3, 58.3, 37.4, 56.6, 68.4, 34.6, 54.1, 1.3, 54.7, 57.2, 94.5, 55.4, 60.6, 56.7, 61.3 
 2019-04-26 01:24:29.498463 74.0, 77.3, 75.2, 74.0, 86.0, 74.7, 76.4, 70.5, 73.0, 9.6, 73.9, 75.3, 87.7, 75.0, 74.7, 74.7, 74.2 
 2019-04-26 01:24:31.079592 78.3, 56.7, 67.5, 78.0, 90.4, 77.8, 76.9, 1.3, 82.9, 77.4, 76.3, 78.6, 91.9, 78.1, 76.2, 77.4, 78.6 
 2019-04-26 01:24:32.657023 82.5, 54.7, 83.9, 82.1, 92.6, 82.5, 81.8, 58.8, 81.3, 82.8, 81.9, 82.2, 75.2, 81.9, 82.2, 82.2, 81.9 
 2019-04-26 01:24:34.258984 81.0, 52.9, 82.4, 83.4, 93.1, 81.8, 83.4, 83.7, 82.0, 82.8, 82.9, 82.9, 79.8, 82.1, 82.3, 69.0, 82.4 
 2019-04-26 01:24:35.839131 81.2, 54.1, 80.5, 81.8, 84.8, 59.9, 83.6, 82.1, 83.9, 75.7, 80.7, 82.7, 81.7, 81.8, 81.6, 81.9, 80.1 
 2019-04-26 01:24:37.412072 85.7, 78.6, 83.6, 76.2, 89.0, 74.8, 87.1, 62.5, 84.5, 57.8, 83.3, 84.6, 87.5, 63.5, 82.8, 83.9, 86.2 
 2019-04-26 01:24:38.987673 86.2, 10.2, 86.2, 79.5, 95.5, 84.2, 87.0, 30.6, 87.0, 84.4, 83.4, 55.3, 91.0, 54.5, 86.8, 84.3, 85.8 
 2019-04-26 01:24:40.610267 77.8, 83.0, 77.0, 77.4, 92.1, 76.8, 77.5, 76.4, 78.4, 72.0, 76.3, 0.0, 81.1, 23.2, 83.8, 76.6, 76.0 
 2019-04-26 01:24:42.235758 66.0, 69.2, 63.9, 61.7, 94.2, 61.7, 69.0, 63.1, 61.4, 9.1, 62.6, 0.0, 89.6, 61.6, 66.7, 62.8, 66.7 
 2019-04-26 01:24:43.918877 69.5, 25.8, 41.1, 64.2, 78.6, 64.5, 66.5, 65.2, 63.5, 64.3, 63.6, 64.5, 73.0, 64.1, 69.7, 64.2, 68.9 
 2019-04-26 01:24:45.540561 67.5, 65.0, 64.2, 66.0, 84.8, 61.6, 77.8, 68.6, 65.8, 17.3, 68.2, 67.5, 90.7, 66.9, 70.7, 16.3, 68.6 
 2019-04-26 01:24:47.175763 57.2, 51.4, 45.5, 46.6, 94.9, 26.6, 47.6, 48.0, 25.0, 47.4, 46.8, 49.7, 91.0, 46.7, 44.9, 45.9, 59.2 
 2019-04-26 01:24:48.751620 62.4, 67.3, 59.9, 60.9, 87.9, 1.8, 59.2, 61.7, 64.1, 61.8, 60.5, 61.0, 77.2, 61.9, 59.4, 61.2, 62.3 
 2019-04-26 01:24:50.407929 33.3, 27.9, 22.2, 24.1, 51.6, 24.4, 24.5, 23.0, 19.9, 21.3, 19.4, 21.4, 69.4, 21.7, 21.7, 1.9, 32.0 
 2019-04-26 01:24:52.017692 18.0, 9.4, 4.5, 9.8, 24.0, 6.5, 11.0, 1.9, 9.6, 7.8, 7.2, 5.1, 28.6, 0.0, 10.4, 9.2, 21.4 
 2019-04-26 01:24:53.594340 20.7, 16.5, 2.6, 8.7, 10.5, 11.1, 10.6, 1.3, 16.3, 0.0, 7.9, 9.9, 10.0, 0.6, 12.7, 10.5, 20.7 
 2019-04-26 01:24:55.170071 19.9, 19.1, 10.8, 11.2, 22.6, 12.3, 8.6, 0.6, 11.3, 3.9, 5.1, 13.0, 25.6, 0.0, 10.7, 9.5, 23.3 
 2019-04-26 01:24:56.746049 15.2, 18.2, 8.5, 10.6, 27.8, 9.9, 7.3, 11.7, 8.5, 9.2, 3.9, 9.8, 22.0, 0.0, 9.7, 9.3, 15.3 
 2019-04-26 01:24:58.315975 18.8, 14.6, 11.4, 9.9, 25.5, 7.4, 10.3, 9.0, 7.3, 8.7, 3.2, 11.6, 16.7, 0.6, 7.9, 8.7, 19.0 
 2019-04-26 01:24:59.885824 16.7, 18.1, 8.4, 9.5, 29.6, 11.8, 13.5, 1.3, 8.7, 10.7, 6.8, 10.6, 38.1, 3.2, 11.0, 14.1, 15.8 
 2019-04-26 01:25:01.457475 20.7, 18.3, 11.9, 8.1, 14.1, 9.9, 16.8, 0.0, 9.7, 9.3, 0.0, 3.3, 27.7, 9.3, 8.6, 13.9, 19.2 
 2019-04-26 01:25:03.036619 16.9, 13.9, 10.2, 8.0, 16.5, 9.2, 6.0, 1.3, 8.4, 10.9, 0.6, 10.3, 29.3, 11.0, 10.3, 9.2, 15.5 
 2019-04-26 01:25:04.614995 16.2, 14.7, 9.3, 12.3, 23.1, 10.5, 8.7, 0.0, 8.6, 11.7, 5.9, 11.1, 15.5, 6.8, 10.9, 9.3, 13.9 
 2019-04-26 01:25:06.177042 23.5, 16.2, 9.7, 12.2, 23.8, 11.7, 12.7, 0.6, 1.9, 12.8, 4.4, 12.3, 32.1, 12.3, 10.8, 12.9, 15.0 
 2019-04-26 01:25:07.765515 16.0, 21.4, 9.3, 9.8, 17.9, 10.7, 15.6, 0.6, 1.3, 9.3, 10.5, 11.3, 34.6, 4.6, 9.2, 12.4, 20.1 
 2019-04-26 01:25:09.317008 19.6, 10.0, 8.9, 8.7, 21.2, 8.7, 15.0, 0.0, 9.4, 0.6, 6.9, 7.5, 16.0, 6.4, 3.1, 8.2, 21.4 
 2019-04-26 01:25:10.949728 32.4, 5.3, 10.0, 0.0, 22.7, 0.0, 11.6, 0.6, 9.8, 9.1, 10.2, 0.0, 32.3, 0.6, 8.1, 3.2, 30.1 
 2019-04-26 01:25:12.496781 23.5, 22.7, 8.1, 8.1, 20.8, 0.0, 14.2, 0.0, 6.8, 0.0, 0.0, 0.0, 16.7, 0.0, 18.8, 8.6, 28.1 
 2019-04-26 01:25:14.061245 21.7, 0.0, 9.1, 0.6, 19.1, 3.8, 19.7, 7.6, 8.4, 1.3, 3.8, 2.6, 12.8, 0.0, 13.0, 8.6, 22.4 
 2019-04-26 01:25:15.647939 23.8, 2.9, 8.2, 2.6, 16.7, 9.1, 17.2, 0.0, 5.3, 0.0, 7.0, 6.7, 14.6, 0.0, 7.9, 3.2, 19.4 
 2019-04-26 01:25:17.221012 24.1, 14.1, 8.0, 12.3, 26.2, 1.3, 14.0, 4.6, 9.7, 0.0, 0.0, 9.9, 16.7, 0.0, 9.2, 2.0, 22.6 
 2019-04-26 01:25:18.774323 1.9, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.6, 0.6, 0.0, 0.0, 0.0, 1.9, 0.6, 0.0, 0.0 
 2019-04-26 01:25:20.365632 1.3, 0.7, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
 
