2019-04-26 00:56:21.695741 0.0, 1.6, 0.0, 3.7, 0.0, 1.2, 1.2, 1.2, 32.9 
 2019-04-26 00:56:23.254063 1.3, 0.7, 0.0, 1.9, 0.0, 0.6, 0.0, 0.0, 0.0 
 2019-04-26 00:56:24.808740 0.0, 0.0, 0.0, 1.9, 0.0, 0.0, 0.0, 0.0, 0.0 
 2019-04-26 00:56:26.372372 24.8, 27.7, 11.8, 1.9, 55.4, 43.9, 3.2, 16.3, 0.6 
 2019-04-26 00:56:27.937120 53.7, 55.4, 0.0, 8.3, 97.7, 67.9, 0.6, 55.6, 10.9 
 2019-04-26 00:56:29.502467 63.3, 47.5, 58.9, 1.8, 98.7, 42.2, 0.0, 41.7, 36.1 
 2019-04-26 00:56:31.217012 62.5, 54.4, 70.4, 16.0, 96.9, 45.0, 0.0, 45.9, 44.9 
 2019-04-26 00:56:32.786553 26.1, 40.0, 52.5, 31.7, 100.0, 29.6, 0.0, 29.4, 24.5 
 2019-04-26 00:56:34.441018 44.6, 48.6, 67.1, 18.3, 96.3, 42.7, 11.0, 43.5, 40.3 
 2019-04-26 00:56:36.071070 47.1, 41.9, 56.7, 3.2, 100.0, 49.7, 0.0, 29.7, 19.9 
 2019-04-26 00:56:37.649502 45.9, 50.6, 62.8, 39.9, 97.2, 59.5, 28.4, 42.0, 0.0 
 2019-04-26 00:56:39.317194 27.3, 38.8, 52.7, 57.4, 100.0, 35.5, 31.5, 0.6, 0.0 
 2019-04-26 00:56:40.934326 44.0, 51.0, 56.1, 41.3, 97.8, 64.8, 39.4, 41.3, 0.6 
 2019-04-26 00:56:42.597804 11.4, 48.4, 13.2, 29.4, 100.0, 51.2, 0.0, 50.3, 0.0 
 2019-04-26 00:56:44.292999 31.7, 54.9, 0.6, 43.9, 99.4, 62.4, 0.0, 50.9, 14.0 
 2019-04-26 00:56:46.025007 26.0, 32.7, 0.6, 50.6, 100.0, 60.6, 0.0, 29.2, 15.7 
 2019-04-26 00:56:47.718060 35.0, 40.1, 0.0, 32.5, 100.0, 61.6, 0.6, 62.5, 29.1 
 2019-04-26 00:56:49.382212 55.6, 42.7, 0.6, 16.0, 99.4, 53.3, 0.0, 55.3, 30.6 
 2019-04-26 00:56:51.041015 59.9, 50.3, 0.6, 39.2, 99.4, 39.2, 0.0, 64.6, 39.4 
 2019-04-26 00:56:52.668944 54.1, 40.7, 4.5, 20.7, 97.9, 31.7, 0.6, 57.5, 36.9 
 2019-04-26 00:56:54.241016 53.7, 50.6, 33.3, 37.3, 99.4, 42.8, 0.0, 44.4, 40.4 
 2019-04-26 00:56:56.019156 30.4, 40.0, 0.0, 27.8, 100.0, 71.9, 0.0, 71.7, 1.2 
 2019-04-26 00:56:57.661299 37.8, 36.2, 15.9, 24.7, 100.0, 55.6, 0.0, 55.1, 0.6 
 2019-04-26 00:56:59.293812 48.1, 57.9, 6.3, 2.4, 97.9, 64.8, 15.4, 53.7, 30.3 
 2019-04-26 00:57:00.930149 64.0, 45.9, 49.7, 47.7, 99.4, 50.6, 42.0, 51.3, 50.0 
 2019-04-26 00:57:02.631387 59.5, 45.4, 33.8, 40.5, 100.0, 38.7, 0.6, 39.4, 34.6 
 2019-04-26 00:57:04.294245 69.6, 78.0, 70.1, 66.5, 99.4, 67.9, 68.3, 71.7, 68.3 
 2019-04-26 00:57:06.019578 26.9, 57.5, 14.1, 1.8, 100.0, 57.6, 20.6, 39.6, 30.2 
 2019-04-26 00:57:07.687785 24.7, 53.4, 12.0, 26.4, 100.0, 61.2, 0.6, 64.4, 28.1 
 2019-04-26 00:57:09.345329 5.7, 57.8, 1.1, 27.8, 100.0, 57.0, 0.0, 64.7, 22.4 
 2019-04-26 00:57:11.138273 2.3, 40.7, 0.0, 9.7, 100.0, 72.8, 1.1, 69.3, 31.5 
 2019-04-26 00:57:12.905630 0.0, 45.5, 0.6, 43.5, 100.0, 68.3, 0.0, 66.5, 37.9 
 2019-04-26 00:57:14.607468 0.5, 35.4, 0.0, 56.0, 100.0, 54.8, 0.5, 56.1, 25.1 
 2019-04-26 00:57:16.553256 14.0, 38.6, 0.0, 62.7, 100.0, 60.8, 0.0, 60.8, 19.7 
 2019-04-26 00:57:18.253677 28.9, 31.2, 0.6, 57.0, 100.0, 57.8, 0.0, 58.8, 1.2 
 2019-04-26 00:57:19.917133 27.1, 35.2, 0.0, 56.9, 100.0, 54.9, 0.0, 57.3, 0.0 
 2019-04-26 00:57:21.660787 41.2, 51.0, 16.7, 50.6, 100.0, 66.5, 0.6, 68.6, 22.6 
 2019-04-26 00:57:23.353346 28.2, 35.7, 13.2, 58.3, 100.0, 43.0, 0.0, 30.1, 29.9 
 2019-04-26 00:57:25.022429 36.0, 47.1, 20.9, 59.9, 99.4, 60.0, 0.6, 46.1, 38.7 
 2019-04-26 00:57:26.685378 27.5, 23.2, 38.3, 41.8, 100.0, 52.2, 0.0, 68.5, 38.7 
 2019-04-26 00:57:28.553827 9.9, 11.3, 23.5, 15.5, 99.3, 52.0, 0.0, 67.6, 21.2 
 2019-04-26 00:57:30.117699 22.1, 22.5, 6.4, 21.5, 85.4, 41.2, 13.7, 40.4, 15.9 
 2019-04-26 00:57:31.685012 35.8, 29.4, 0.0, 5.2, 84.6, 41.9, 7.2, 38.7, 6.5 
 2019-04-26 00:57:33.253991 28.8, 28.4, 3.9, 5.8, 80.0, 36.3, 0.0, 39.5, 17.6 
 2019-04-26 00:57:34.812999 13.7, 25.9, 7.4, 1.9, 75.0, 55.3, 0.0, 37.7, 11.3 
 2019-04-26 00:57:36.424854 23.5, 31.9, 0.0, 2.5, 81.2, 48.1, 0.6, 39.5, 18.2 
 2019-04-26 00:57:38.004682 22.8, 27.9, 9.9, 1.9, 82.4, 41.6, 0.6, 40.8, 18.8 
 2019-04-26 00:57:39.570265 17.4, 4.1, 9.2, 3.0, 78.3, 54.8, 8.4, 38.2, 16.0 
 2019-04-26 00:57:41.254985 13.2, 25.7, 1.9, 1.9, 81.2, 56.1, 0.0, 36.5, 14.4 
 2019-04-26 00:57:42.854036 18.3, 29.2, 13.9, 7.0, 80.0, 57.0, 0.0, 38.2, 0.0 
 2019-04-26 00:57:44.424453 18.1, 26.1, 17.5, 2.5, 80.6, 57.5, 0.6, 39.7, 0.0 
 2019-04-26 00:57:46.008540 17.3, 25.2, 17.0, 1.9, 84.1, 50.7, 0.6, 39.5, 0.0 
 2019-04-26 00:57:47.582216 16.9, 11.8, 16.9, 6.9, 80.6, 59.2, 7.6, 25.2, 8.3 
 2019-04-26 00:57:49.167624 15.5, 27.6, 19.9, 3.2, 82.9, 60.3, 0.6, 20.4, 18.7 
 2019-04-26 00:57:50.741604 16.6, 22.3, 11.2, 13.3, 79.4, 56.4, 0.0, 27.3, 2.5 
 2019-04-26 00:57:52.301504 11.8, 35.1, 5.3, 1.9, 79.4, 45.1, 3.9, 33.1, 4.6 
 2019-04-26 00:57:53.862591 3.9, 15.5, 33.1, 3.8, 86.8, 40.3, 0.0, 38.7, 19.1 
 2019-04-26 00:57:55.425829 17.3, 0.7, 32.4, 1.8, 81.2, 43.8, 1.2, 41.6, 17.3 
 2019-04-26 00:57:57.058796 1.3, 0.0, 1.3, 1.3, 0.0, 1.3, 0.0, 1.3, 0.6 
 2019-04-26 00:57:58.622132 0.6, 0.7, 0.6, 1.9, 1.3, 0.0, 1.9, 0.6, 0.0 
 
