2019-04-25 23:47:08.206964 25.6, 27.9 
 2019-04-25 23:47:10.046309 34.4, 96.0 
 2019-04-25 23:47:11.617071 58.1, 96.3 
 2019-04-25 23:47:13.526407 93.5, 93.2 
 2019-04-25 23:47:15.688604 96.4, 93.5 
 2019-04-25 23:47:17.931650 82.8, 94.9 
 2019-04-25 23:47:19.991984 97.1, 92.8 
 2019-04-25 23:47:22.081290 96.2, 92.2 
 2019-04-25 23:47:24.171844 91.7, 94.6 
 2019-04-25 23:47:26.220883 99.0, 91.3 
 2019-04-25 23:47:28.296704 98.5, 93.7 
 2019-04-25 23:47:30.358138 97.5, 89.8 
 2019-04-25 23:47:32.379239 98.5, 92.4 
 2019-04-25 23:47:34.415086 94.6, 90.4 
 2019-04-25 23:47:36.444189 97.5, 93.7 
 2019-04-25 23:47:38.459288 97.6, 92.1 
 2019-04-25 23:47:40.527433 99.5, 90.8 
 2019-04-25 23:47:42.595069 98.1, 85.0 
 2019-04-25 23:47:44.697036 95.5, 91.5 
 2019-04-25 23:47:46.892666 99.1, 91.4 
 2019-04-25 23:47:49.128563 99.1, 95.4 
 2019-04-25 23:47:51.420319 98.6, 90.3 
 2019-04-25 23:47:53.620063 99.6, 91.1 
 2019-04-25 23:47:56.052587 99.1, 90.7 
 2019-04-25 23:47:58.185978 98.7, 90.1 
 2019-04-25 23:48:00.432705 99.6, 92.4 
 2019-04-25 23:48:03.133000 99.6, 92.8 
 2019-04-25 23:48:05.520026 99.1, 90.0 
 2019-04-25 23:48:07.869321 99.5, 93.9 
 2019-04-25 23:48:10.100854 94.4, 93.1 
 2019-04-25 23:48:12.076824 90.5, 98.6 
 2019-04-25 23:48:14.386735 90.8, 83.8 
 2019-04-25 23:48:16.548487 88.1, 77.8 
 2019-04-25 23:48:18.423196 89.4, 84.5 
 2019-04-25 23:48:20.525313 90.7, 86.4 
 2019-04-25 23:48:22.677805 90.2, 84.1 
 2019-04-25 23:48:24.804399 91.0, 83.7 
 2019-04-25 23:48:27.001156 88.9, 85.1 
 2019-04-25 23:48:28.928371 91.0, 88.2 
 2019-04-25 23:48:31.063382 91.3, 83.6 
 2019-04-25 23:48:33.235883 92.0, 85.4 
 2019-04-25 23:48:35.447990 91.7, 86.2 
 2019-04-25 23:48:37.573028 70.7, 46.7 
 2019-04-25 23:48:39.183427 0.6, 5.7 
 2019-04-25 23:48:40.759847 0.0, 4.4 
 2019-04-25 23:48:42.315611 0.6, 5.1 
 
