2019-04-26 02:05:32.871982 0.0, 1.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.1, 0.0, 0.0, 0.0, 0.0 
 2019-04-26 02:05:34.500554 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 1.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
 2019-04-26 02:05:36.083789 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 
 2019-04-26 02:05:37.639460 0.0, 11.2, 0.0, 5.7, 12.3, 5.8, 3.9, 0.0, 4.6, 0.0, 0.6, 0.0, 14.4, 0.0, 2.5, 0.0, 1.3, 8.1, 0.0, 3.3, 11.9, 4.6, 7.0, 0.0, 5.2, 0.0, 0.0, 0.0, 11.3, 0.0, 1.3, 0.0, 0.6, 7.0, 0.0, 4.5, 9.2, 5.8, 5.8, 0.0, 5.2, 0.0, 0.0, 0.6, 12.6, 0.0, 2.5, 0.0, 1.3 
 2019-04-26 02:05:39.219940 63.6, 64.0, 60.8, 65.6, 77.9, 60.3, 59.6, 54.2, 64.0, 59.7, 59.6, 43.3, 82.1, 51.0, 61.5, 38.9, 63.1, 59.9, 60.0, 64.8, 79.4, 61.9, 59.7, 54.4, 64.9, 61.0, 59.6, 44.3, 77.1, 50.3, 61.3, 32.5, 61.9, 62.2, 60.9, 64.1, 74.5, 62.4, 59.5, 55.3, 63.8, 59.4, 59.2, 42.9, 77.5, 50.3, 59.5, 21.9, 65.4 
 2019-04-26 02:05:40.801305 21.4, 31.4, 20.6, 9.1, 62.8, 7.1, 19.9, 9.7, 0.0, 17.7, 20.9, 0.0, 63.6, 9.6, 24.7, 0.0, 18.3, 26.0, 21.3, 9.6, 60.6, 8.3, 19.5, 10.3, 0.6, 16.1, 21.9, 0.0, 55.2, 9.1, 26.1, 0.0, 16.1, 26.3, 21.2, 9.6, 55.6, 7.7, 20.9, 9.6, 0.0, 16.6, 22.4, 0.0, 59.2, 8.4, 24.2, 0.0, 22.6 
 2019-04-26 02:05:42.360843 58.6, 49.7, 52.8, 61.0, 71.7, 50.9, 55.7, 50.9, 61.1, 63.1, 44.3, 57.6, 73.3, 46.9, 48.1, 44.0, 61.0, 57.3, 51.0, 61.5, 70.5, 55.4, 54.5, 50.0, 56.4, 62.0, 45.0, 59.1, 71.1, 45.9, 48.8, 46.8, 60.5, 55.3, 50.9, 61.6, 69.1, 55.1, 54.8, 50.0, 60.9, 62.1, 36.9, 60.8, 71.5, 45.5, 46.8, 46.8, 60.8 
 2019-04-26 02:05:43.949780 16.9, 22.8, 17.4, 12.8, 64.9, 16.0, 17.1, 12.1, 13.5, 16.4, 15.9, 12.1, 64.5, 12.1, 16.0, 11.4, 14.8, 18.8, 17.4, 11.7, 68.6, 16.6, 16.0, 11.6, 13.9, 14.8, 15.4, 13.2, 55.0, 12.1, 15.4, 11.5, 16.7, 19.4, 19.0, 12.8, 57.7, 16.1, 16.5, 12.1, 13.5, 15.3, 15.4, 12.0, 59.2, 12.7, 15.9, 10.4, 5.7 
 2019-04-26 02:05:45.520974 40.8, 38.9, 29.9, 31.6, 58.0, 35.5, 25.3, 30.6, 36.4, 29.3, 29.3, 35.5, 59.3, 32.5, 18.1, 25.8, 37.6, 39.6, 31.2, 32.1, 55.3, 34.8, 25.8, 28.2, 35.5, 29.3, 28.8, 33.6, 55.8, 32.5, 18.6, 23.9, 36.9, 38.5, 30.8, 32.7, 56.5, 35.7, 26.6, 29.1, 37.7, 30.4, 27.9, 34.4, 57.7, 33.8, 18.2, 24.4, 39.6 
 2019-04-26 02:05:47.089261 34.6, 31.6, 18.1, 17.9, 61.5, 20.5, 20.0, 30.1, 14.0, 14.6, 11.5, 14.2, 64.0, 7.7, 3.9, 31.2, 31.8, 26.8, 17.5, 16.8, 65.1, 22.3, 20.1, 31.0, 14.1, 12.9, 11.5, 14.2, 58.7, 7.6, 5.1, 30.8, 32.7, 26.1, 18.6, 17.8, 59.7, 21.2, 20.0, 31.2, 14.1, 12.2, 9.1, 14.7, 62.0, 7.7, 3.2, 30.8, 33.1 
