12:39:27.123949 0.98 0.98 70.00 66.00 133.28
12:39:32.956917 0.98 0.98 84.00 66.00 147
12:39:39.136170 0.98 0.98 83.00 66.00 146.02
12:39:47.299749 0.98 0.98 82.00 66.00 145.04
12:39:55.680305 0.98 0.98 82.00 66.00 145.04
12:40:01.872542 0.98 0.98 83.00 66.00 146.02
12:40:10.148336 0.98 0.98 82.00 66.00 145.04
12:40:16.612679 0.98 0.98 83.00 66.00 146.02
12:40:25.151504 0.98 0.98 85.00 66.00 147.98
12:40:33.499886 0.98 0.98 80.00 66.00 143.08
12:40:39.692305 0.98 0.98 81.00 66.00 144.06
12:40:45.079769 0.98 0.98 82.00 66.00 145.04
12:40:50.276019 0.98 0.98 80.00 65.00 142.1
12:40:55.859878 0.98 0.98 79.00 65.00 141.12
