2019-04-25 14:46:35.773180 137.2
2019-04-25 14:46:41.479442 1194.6
2019-04-25 14:46:46.711427 1049.8
2019-04-25 14:46:52.023743 923.8
2019-04-25 14:46:57.461150 859.1
2019-04-25 14:47:02.828304 879.8
2019-04-25 14:47:08.247151 988.2
2019-04-25 14:47:13.483132 1820.8
2019-04-25 14:47:19.075059 2154.3
2019-04-25 14:47:24.463849 2153.7
2019-04-25 14:47:30.996673 2246.4
2019-04-25 14:47:36.724662 1929.4
2019-04-25 14:47:42.135104 721.1
2019-04-25 14:47:47.670565 569.9
2019-04-25 14:47:53.367385 546.6
2019-04-25 14:47:58.855430 547.6
2019-04-25 14:48:04.543410 568.7
2019-04-25 14:48:10.232931 27.4
  0
