2019-04-18 12:21:20.187253 19.4
2019-04-18 12:21:26.324417 5.4
2019-04-18 12:21:32.159767 6.3
2019-04-18 12:21:38.175857 5.5
2019-04-18 12:21:44.371726 5.9
2019-04-18 12:21:50.583814 6.6
2019-04-18 12:21:56.455765 543.6
2019-04-18 12:22:02.109665 544.6
2019-04-18 12:22:07.705746 573.1
2019-04-18 12:22:13.561549 550.7
2019-04-18 12:22:19.073663 549.6
2019-04-18 12:22:25.809802 116
2019-04-18 12:22:32.131877 6.4
2019-04-18 12:22:38.284039 5.3
2019-04-18 12:22:44.511827 6.6
2019-04-18 12:22:50.603882 6.4
  0
