2019-04-18 11:55:02.482239 19
2019-04-18 11:55:08.240528 5.7
2019-04-18 11:55:14.233271 7.7
2019-04-18 11:55:20.229228 6.9
2019-04-18 11:55:26.480648 7.1
2019-04-18 11:55:32.437258 5.5
2019-04-18 11:55:38.465747 111.9
2019-04-18 11:55:45.250751 131
2019-04-18 11:55:51.979679 140.5
2019-04-18 11:55:59.616480 127.2
2019-04-18 11:56:06.050658 68.7
2019-04-18 11:56:12.031585 4.6
2019-04-18 11:56:18.233447 1.7
2019-04-18 11:56:24.573237 6
2019-04-18 11:56:30.752612 7.2
2019-04-18 11:56:36.913414 6.6
  0
