2019-04-16 17:13:27.393254 6.9
2019-04-16 17:13:33.149566 5.4
2019-04-16 17:13:39.337254 1.8
2019-04-16 17:13:45.485231 5.6
2019-04-16 17:13:51.441415 5.7
2019-04-16 17:13:57.617334 7.1
2019-04-16 17:14:03.580512 117.5
2019-04-16 17:14:10.279624 117.5
2019-04-16 17:14:16.610880 118.2
2019-04-16 17:14:23.202078 120.3
2019-04-16 17:14:29.583633 91.2
2019-04-16 17:14:36.078018 11.9
2019-04-16 17:14:41.709698 0.8
2019-04-16 17:14:47.645191 3.4
2019-04-16 17:14:53.397365 7.2
2019-04-16 17:14:58.977227 7.4
  0
